matchup,page,date,content_type,collection,pages
Reading v W Howard Palmer's XI,18,18950807,match information,Tony Webb minor counties collection,1
Sunningdale School player statistics,18,18950000,statistics,Tony Webb minor counties collection,2
Maiden Erlegh v Free Foresters,19,18950802,match information,Tony Webb minor counties collection,1
Maiden Erlegh v Aldershot Division,19,18950803,match information,Tony Webb minor counties collection,1
Mr T W Girdlestone's XI player statistics,19,18950000,statistics,Tony Webb minor counties collection,1
Sutton's Juniors v Sulhamstead Juniors,19,18950807,match information,Tony Webb minor counties collection,1
T W Girdlestone's XI v Girdlestoneites,19,18950731,match information,Tony Webb minor counties collection,1
Reading v Abingdon,20,18950817,match information,Tony Webb minor counties collection,3
Thames Bank v Abbey Wharf,20,18950817,match information,Tony Webb minor counties collection,1
Thames Bank v Reading Borough Police,20,18950820,match information,Tony Webb minor counties collection,1
Biscuit Factory v Wokingham,20,18950817,match information,Tony Webb minor counties collection,1
Biscuit Factory B XI v Causton's Athletic,20,18950817,match information,Tony Webb minor counties collection,2
London-Street Institute v Co-Operative,20,18950821,match information,Tony Webb minor counties collection,1
South Reading v Stoke Row,20,18950817,match information,Tony Webb minor counties collection,1
Gentlemen Of Berkshire v CD Rose's XI,20,18950816,match information,Tony Webb minor counties collection,1
Avondale v Oxford-Road,20,18950821,match information,Tony Webb minor counties collection,1
Heath End v Ipsden,20,18950817,match information,Tony Webb minor counties collection,1
Wycliffe v Christchurch,20,18950817,match information,Tony Webb minor counties collection,1
Newbury v CE Keyser's XI,20,18950816,match information,Tony Webb minor counties collection,1
Guildhall v Newtown,21,18950817,match information,Tony Webb minor counties collection,1
Parish Church Institute v Highclere,21,18950817,match information,Tony Webb minor counties collection,1
Speen v Burghclere,21,18950817,match information,Tony Webb minor counties collection,1
Lambourn v Hungerford,21,18950816,match information,Tony Webb minor counties collection,1
Burghclere v Adbury House,21,18950821,match information,Tony Webb minor counties collection,1
Burghclere Boys v Highclere Boys,21,18950819,match information,Tony Webb minor counties collection,1
East Woodhay v Stockcross,21,18950821,match information,Tony Webb minor counties collection,1
Wantage v Ardington,21,18950822,match information,Tony Webb minor counties collection,1
AW Baker's Hagbourne Team v AF Clarke's Wantage Team,21,18950817,match information,Tony Webb minor counties collection,1
Newbury v 49th Regimental District,21,18950821,match information,Tony Webb minor counties collection,1
Gentlemen Of Berkshire v CD Rose's XI,22,18950817,match information,Tony Webb minor counties collection,1
Biscuit Factory A XI v Wokingham,22,18950817,match information,Tony Webb minor counties collection,1
Biscuit Factory B XI v Causton's Athletic,22,18950817,match information,Tony Webb minor counties collection,2
Thames Bank Ironworks v Abbey Wharf,22,18950817,match information,Tony Webb minor counties collection,1
Thames Bank Iron Works v Borough Police,22,18950820,match information,Tony Webb minor counties collection,1
Aldermaston Juniors v Padworth Juniors,23,18950821,match information,Tony Webb minor counties collection,1
Sutton's Juniors v P Sutton's XI,23,18950821,match information,Tony Webb minor counties collection,1
Abingdon Cricket and Football Club player statistics,24,18950000,statistics,Tony Webb minor counties collection,1
Newbury team aggregates,25,18950000,statistics,Tony Webb minor counties collection,1
Newbury match list,25,18950000,team information,Tony Webb minor counties collection,1
Newbury player statistics,25,18950000,statistics,Tony Webb minor counties collection,1
Shepherd's XI v Woolley Park,26,18950911,match information,Tony Webb minor counties collection,1
Inkpen v Falkland,26,18950900,match information,Tony Webb minor counties collection,1
Stockcross v Chieveley,26,18950907,match information,Tony Webb minor counties collection,1
Stockcross match list,26,18950900,team information,Tony Webb minor counties collection,1
Lambourn v Chilton,26,18950907,match information,Tony Webb minor counties collection,1
Southington v A Kingsmill's XII,26,18950900,match information,Tony Webb minor counties collection,1
Silchester v Stratfieldsaye,26,18950900,match information,Tony Webb minor counties collection,1
Bradfield v A Sutton's XI,26,18950907,match information,Tony Webb minor counties collection,1
Burghclere v Newtown,26,18950900,match information,Tony Webb minor counties collection,1
Newtown v Parish Church Institute,26,18950831,match information,Tony Webb minor counties collection,1
Adbury House v Newtown House,26,18950905,match information,Tony Webb minor counties collection,1
Speen player statistics,26,18950000,statistics,Tony Webb minor counties collection,1
49th Regimental District player statistics,27,18950000,statistics,Tony Webb minor counties collection,1
Royal Berks Seed Establishment player statistics,27,18950000,statistics,Tony Webb minor counties collection,2
Biscuit Factory player statistics,27,18950000,statistics,Tony Webb minor counties collection,2
Royal Berks Seed Establishment player statistics,28,18950000,statistics,Tony Webb minor counties collection,2
Sunningdale School player statistics,28,18950000,statistics,Tony Webb minor counties collection,2
Biscuit Factory player statistics,28,18950000,statistics,Tony Webb minor counties collection,2
Heckfield v Major Mildmay's XI,28,18950910,match information,Tony Webb minor counties collection,1
St John's Sunday School Teachers v St Stephen's Sunday School Teachers,28,18950918,match information,Tony Webb minor counties collection,1
Reading Police v Reading Corporation Officials,28,18950914,match information,Tony Webb minor counties collection,1
Lechlade player statistics,29,18950000,statistics,Tony Webb minor counties collection,1
Lechlade team aggregates,29,18950000,statistics,Tony Webb minor counties collection,1
Maidenhead player statistics,30,18950000,statistics,Tony Webb minor counties collection,1
Brecon v Llandovery,31,18950828,match information,Tony Webb minor counties collection,1
Chalfont Park v Beaconsfield,32,18950713,match information,Tony Webb minor counties collection,1
Cadmore v Radnage,32,18950713,match information,Tony Webb minor counties collection,1
Amersham v Coleshill,32,18950713,match information,Tony Webb minor counties collection,1
Wycombe YMCA match list,32,18950719,team information,Tony Webb minor counties collection,1
Wycombe First XI match list,32,18950719,team information,Tony Webb minor counties collection,1
Wycombe Reserves match list,32,18950719,team information,Tony Webb minor counties collection,1
Grammar School Past And Present v Wycombe Club,32,18950718,match information,Tony Webb minor counties collection,1
St John's CC match list,32,18950719,team information,Tony Webb minor counties collection,1
St John's,32,18950719,team information,Tony Webb minor counties collection,1
Church Room CC match list,32,18950719,team information,Tony Webb minor counties collection,1
Burnham v Boyn Hill,32,18950713,match information,Tony Webb minor counties collection,1
Bradenham v Bledlow Ridge,32,18950713,match information,Tony Webb minor counties collection,1
High Wycombe v E Stevens' XI,33,18950803,match information,Tony Webb minor counties collection,1
Rayners XI v Permanent Staff Of The Third Batt Oxford Light Infantry,33,18950805,match information,Tony Webb minor counties collection,1
Amersham UCC v Harlesden,33,18950805,match information,Tony Webb minor counties collection,1
Wycombe Alexandra v Beethoven CC (london),33,18950805,match information,Tony Webb minor counties collection,1
J Grenfell's XI v Beaconsfield,33,18950805,match information,Tony Webb minor counties collection,1
Berkley's XI v Greaves' XI,33,18950803,match information,Tony Webb minor counties collection,1
St Mark's Choir Bourne End v Little Marlow,33,18950805,match information,Tony Webb minor counties collection,1
Alexandra Second XI v Primitive Methodists,33,18950803,match information,Tony Webb minor counties collection,1
Burnham v Flackwell Heath,33,18950803,match information,Tony Webb minor counties collection,1
Wycombe Church Room v Wheeler End,33,18950805,match information,Tony Webb minor counties collection,1
Hazlemere United v Cadmore End,33,18950805,match information,Tony Webb minor counties collection,1
Marlow v Oriel,33,18950805,match information,Tony Webb minor counties collection,1
Wycombe v Oriel,34,18950806,match information,Tony Webb minor counties collection,1
Gerrards Cross v Osborne Stevens & Co,34,18950731,match information,Tony Webb minor counties collection,1
Great Hampden v Old Northytites,34,18950807,match information,Tony Webb minor counties collection,1
Wycombe YMCA v A Gray's XI,34,18950805,match information,Tony Webb minor counties collection,1
Wycombe YMCA match list,34,18950803,team information,Tony Webb minor counties collection,1
Wycombe Marsh FC,34,18950730,team information,Tony Webb minor counties collection,1
Chalfont Park v St Silas,34,18950805,match information,Tony Webb minor counties collection,1
Burnham v Postal Telegraph,34,18950805,match information,Tony Webb minor counties collection,1
Taplow Station v Bryanston Square,34,18950803,match information,Tony Webb minor counties collection,1
Colham Green v Gerrards Cross,34,18950803,match information,Tony Webb minor counties collection,1
Church Institute v Gayhurst,35,18950801,match information,Tony Webb minor counties collection,1
Parish Church v Fenny Stratford S Martin,35,18950803,match information,Tony Webb minor counties collection,1
Parish Church v Moulsoe,35,18950805,match information,Tony Webb minor counties collection,1
Gayhurst v Tyringham,35,18950808,match information,Tony Webb minor counties collection,1
Stantonbury St James v Stony Stratford Mutual,35,18950802,match information,Tony Webb minor counties collection,1
Flackwell Heath Second XI v Little Marlow,36,18950810,match information,Tony Webb minor counties collection,1
Marlow v High Wycombe,36,18950810,match information,Tony Webb minor counties collection,1
Wycombe Reserves v West Wycombe,36,18950810,match information,Tony Webb minor counties collection,1
Blythewood v Cippenham,36,18950810,match information,Tony Webb minor counties collection,1
Cippenham v Carlton,36,18950805,match information,Tony Webb minor counties collection,1
Taplow Station v Reading Temperance Forward,36,18950810,match information,Tony Webb minor counties collection,1
Stokenchurch v Skirmett,37,18950806,match information,Tony Webb minor counties collection,1
Boyn Hill v Bisham,37,18950810,match information,Tony Webb minor counties collection,1
Pine Apple v King's Head,37,18950805,match information,Tony Webb minor counties collection,1
Quarterman's Firm v R Ford's Firm,37,18950808,match information,Tony Webb minor counties collection,1
Coleshill v St Margaret's,37,18950810,match information,Tony Webb minor counties collection,1
Long Crendon v Dinton,37,18950807,match information,Tony Webb minor counties collection,1
Wycombe Reserves v West Wycombe,38,18950824,match information,Tony Webb minor counties collection,1
High Wycombe v Wooburn Institute,38,18950824,match information,Tony Webb minor counties collection,1
Burnham v Taplow Station,38,18950824,match information,Tony Webb minor counties collection,1
Maidenhead v Cippenham,38,18950824,match information,Tony Webb minor counties collection,1
Blythewood v Burnham Priory,38,18950824,match information,Tony Webb minor counties collection,1
Marlow v J Monro Walker's XI,38,18950824,match information,Tony Webb minor counties collection,1
Wycombe Church Room v Wycombe St John's,38,18950824,match information,Tony Webb minor counties collection,1
Wycombe Belle Vue Wanderers v Holloway's Boot Operatives,38,18950824,match information,Tony Webb minor counties collection,1
Gerrards Cross v Flackwell Heath,38,18950824,match information,Tony Webb minor counties collection,1
Speen v Ickenham,38,18950824,match information,Tony Webb minor counties collection,1
Gerrards Cross v Amersham,38,18950822,match information,Tony Webb minor counties collection,1
Wycombe YMCA v Wycombe Primitives,39,18950824,match information,Tony Webb minor counties collection,1
Beaconsfield v Stoke Green,39,18950824,match information,Tony Webb minor counties collection,1
Four Veterans v Four Juniors,39,18950828,match information,Tony Webb minor counties collection,1
Great Kingshill v Pine Apple,39,18950824,match information,Tony Webb minor counties collection,1
W Pearce's XI v Southall,39,18950824,match information,Tony Webb minor counties collection,1
Great Missenden v Lee Common,39,18950822,match information,Tony Webb minor counties collection,1
Collins' Class v Booker Temperance,39,18950824,match information,Tony Webb minor counties collection,1
Master H Penton's XI v Hedgerley Home,39,18950822,match information,Tony Webb minor counties collection,1
Hillingdon v Chalfont Park,39,18950824,match information,Tony Webb minor counties collection,1
Penn Street v Cholesbury,39,18950824,match information,Tony Webb minor counties collection,1
Cookham Dean v Little Marlow,39,18950824,match information,Tony Webb minor counties collection,1
Barton v Grantchester,40,18950727,match information,Tony Webb minor counties collection,1
Burnt Fen v Prickwillow,40,18950729,match information,Tony Webb minor counties collection,1
Willingham v YMCA Cambridge,40,18950727,match information,Tony Webb minor counties collection,1
Old Higher Grade v Sawston,40,18950727,match information,Tony Webb minor counties collection,2
Liberals v Ainsworth,40,18950727,match information,Tony Webb minor counties collection,1
Sutton v Haddenham,40,18950727,match information,Tony Webb minor counties collection,1
Married v Single,40,18950730,match information,Tony Webb minor counties collection,1
Cambridgeshire v MCC And Ground,41,18950727,match information,Tony Webb minor counties collection,1
Cambridgeshire v Huntingdonshire,41,18950731,match information,Tony Webb minor counties collection,1
Old Higher Grade v Sawston,41,18950727,match information,Tony Webb minor counties collection,2
Histon And Impington v Old Higher Grade,41,18950727,match information,Tony Webb minor counties collection,1
Cambridge Town Council v County Council,42,18950815,match information,Tony Webb minor counties collection,1
New Museums Professors & Demonstrators v Assistants,42,18950810,match information,Tony Webb minor counties collection,1
County Police v Borough Police,43,18950807,match information,Tony Webb minor counties collection,1
Trinity College Knockabouts v Grantchester,43,18950803,match information,Tony Webb minor counties collection,1
KS Ranjitsinhji,43,18950800,biography,Tony Webb minor counties collection,1
Cambridge,43,18950800,newspaper cuttings,Tony Webb minor counties collection,1
New Chesterton Juniors v Liberal Second XI,44,18950824,match information,Tony Webb minor counties collection,1
Camden v St Giles,44,18950829,match information,Tony Webb minor counties collection,1
Liberals v St Giles,45,18950907,match information,Tony Webb minor counties collection,1
Sawston Institute v Anchor,45,18950907,match information,Tony Webb minor counties collection,1
Cambridge Borough Police v Cambridgeshire County Police,45,18950911,match information,Tony Webb minor counties collection,1
Levenshulme v Macclesfield,46,18950615,match information,Tony Webb minor counties collection,2
Levenshulme Second XI v Macclesfield Second XI,46,18950615,match information,Tony Webb minor counties collection,1
Stockport v Werneth,46,18950615,match information,Tony Webb minor counties collection,2
Langley v Leek Highfield,46,18950615,match information,Tony Webb minor counties collection,2
Stockport Second XI v Werneth Second XI,46,18950615,match information,Tony Webb minor counties collection,1
Great Moor v Hazel Grove,46,18950615,match information,Tony Webb minor counties collection,2
Bramall v Bowdon Second XI,46,18950615,match information,Tony Webb minor counties collection,2
Heaton Mersey Second XI v South Manchester Second XI,46,18950615,match information,Tony Webb minor counties collection,2
Wood-Lanes (adlington) v Poynton Second XI,46,18950615,match information,Tony Webb minor counties collection,2
Bollington v Buxton,46,18950615,match information,Tony Webb minor counties collection,2
Cheadle Hulme v Brooklands,46,18950615,match information,Tony Webb minor counties collection,2
Fulshaw v Cheadle,46,18950615,match information,Tony Webb minor counties collection,2
Heaton Mersey v South Manchester,46,18950615,match information,Tony Webb minor counties collection,2
Levenshulme v Macclesfield,47,18950615,match information,Tony Webb minor counties collection,2
Levenshulme v Macclesfield Second XI,47,18950615,match information,Tony Webb minor counties collection,1
Stockport v Werneth,47,18950615,match information,Tony Webb minor counties collection,2
Langley v Leek Highfield,47,18950615,match information,Tony Webb minor counties collection,2
Stockport v Werneth Second XI,47,18950615,match information,Tony Webb minor counties collection,1
Great Moor v Hazel Grove,47,18950615,match information,Tony Webb minor counties collection,2
Bramall v Bowdon Second XI,47,18950615,match information,Tony Webb minor counties collection,2
Heaton Mersey Second XI v South Manchester Second XI,47,18950615,match information,Tony Webb minor counties collection,2
Wood-Lanes (adlington) v Poynton Second XI,47,18950615,match information,Tony Webb minor counties collection,2
Bollington v Buxton,47,18950615,match information,Tony Webb minor counties collection,2
Cheadle Hulme v Brooklands,47,18950615,match information,Tony Webb minor counties collection,2
Fulshaw v Cheadle,47,18950615,match information,Tony Webb minor counties collection,2
Heaton Mersey v South Manchester,47,18950615,match information,Tony Webb minor counties collection,2
Ormskirk v Leyland,48,18950700,match information,Tony Webb minor counties collection,1
Warrington v Broughton,48,18950700,match information,Tony Webb minor counties collection,1
West Derby v Southport,48,18950700,match information,Tony Webb minor counties collection,1
Garston v Liverpool Second XI,48,18950700,match information,Tony Webb minor counties collection,1
Old Xaverians v Barnett,48,18950700,match information,Tony Webb minor counties collection,1
Birkenhead Victoria v Spital,48,18950700,match information,Tony Webb minor counties collection,1
Castleton v Stockport,49,18950727,match information,Tony Webb minor counties collection,1
St Thomas' Athletic v Norbury Second XI,49,18950727,match information,Tony Webb minor counties collection,2
GH Ling's XI v Cheadle,49,18950727,match information,Tony Webb minor counties collection,2
Reddish Vale v Denton Wesleyans,49,18950727,match information,Tony Webb minor counties collection,2
Phoenix v Manchester South End,49,18950727,match information,Tony Webb minor counties collection,2
Bollington v Heaton Mersey,49,18950727,match information,Tony Webb minor counties collection,2
Urmston v Bramall,49,18950727,match information,Tony Webb minor counties collection,2
Macclesfield v Poynton,49,18950727,match information,Tony Webb minor counties collection,2
St Matthew's v Hanover Second XI,49,18950727,match information,Tony Webb minor counties collection,2
Lancashire Hill SS v Haughton Wesleyans First XI,49,18950727,match information,Tony Webb minor counties collection,2
Stockport Great Moor v Strines,49,18950727,match information,Tony Webb minor counties collection,2
Stockport Congregational v Reddish St Elisabeth's,49,18950727,match information,Tony Webb minor counties collection,2
Alderley Edge Victoria v Cheadle Wesleyans,50,18950727,match information,Tony Webb minor counties collection,1
Reddish St Joseph's v Union-Street Hyde,50,18950727,match information,Tony Webb minor counties collection,1
Heaton Moor Wesleyans v Patricroft Wesleyans,50,18950727,match information,Tony Webb minor counties collection,1
Brinksway Sunday School v Meadow,50,18950727,match information,Tony Webb minor counties collection,1
Styal v Beswick Royal,50,18950727,match information,Tony Webb minor counties collection,1
St Thomas' Athletic v Norbury Second XI,50,18950727,match information,Tony Webb minor counties collection,2
GH Ling's XI v Cheadle,50,18950727,match information,Tony Webb minor counties collection,2
Reddish Vale v Denton Wesleyans,50,18950727,match information,Tony Webb minor counties collection,2
Phoenix v Manchester South End,50,18950727,match information,Tony Webb minor counties collection,2
Bollington v Heaton Mersey,50,18950727,match information,Tony Webb minor counties collection,2
Urmston v Bramall,50,18950727,match information,Tony Webb minor counties collection,2
Macclesfield v Poynton,50,18950727,match information,Tony Webb minor counties collection,2
St Matthew's v Hanover Second XI,50,18950727,match information,Tony Webb minor counties collection,2
Lancashire Hill SS v Haughton Wesleyans First XI,50,18950727,match information,Tony Webb minor counties collection,2
Stockport Great Moor v Strines,50,18950727,match information,Tony Webb minor counties collection,2
Stockport Congregational v Reddish St Elisabeth's,50,18950727,match information,Tony Webb minor counties collection,2
Macclesfield v Lever-Shulme,51,18950810,match information,Tony Webb minor counties collection,1
Bollington v Sandbach,51,18950810,match information,Tony Webb minor counties collection,2
Bollington Second XI v Bugsworth,51,18950810,match information,Tony Webb minor counties collection,2
Hazel Grove v Hazel Grove Tradesmen,51,18950810,match information,Tony Webb minor counties collection,2
Stockport v Little Lever,51,18950810,match information,Tony Webb minor counties collection,2
Bramall First XI v Stockport Second XI,51,18950810,match information,Tony Webb minor counties collection,2
Cheadle Hulme v Sale Second XI,51,18950810,match information,Tony Webb minor counties collection,2
Kersal v Heaton Mersey,51,18950810,match information,Tony Webb minor counties collection,2
Lancashire-Hill Second XI v Stockport Lads' Club First XI,51,18950810,match information,Tony Webb minor counties collection,2
Hanover Second XI v Heywood's Excelsior Second XI,51,18950810,match information,Tony Webb minor counties collection,2
Phoenix v Martretes,51,18950810,match information,Tony Webb minor counties collection,1
St Joseph's (reddish) v St Thomas' (hyde),51,18950810,match information,Tony Webb minor counties collection,2
Poynton v Great Moor,51,18950810,match information,Tony Webb minor counties collection,1
Macclesfield v Levenshulme,52,18950810,match information,Tony Webb minor counties collection,1
Bollington v Sandbach,52,18950810,match information,Tony Webb minor counties collection,2
Bollington Second XI v Bugsworth,52,18950810,match information,Tony Webb minor counties collection,2
Hazel Grove v Hazel Grove Tradesmen,52,18950810,match information,Tony Webb minor counties collection,2
Stockport v Little Lever,52,18950810,match information,Tony Webb minor counties collection,2
Bramall First XI v Stockport Second XI,52,18950810,match information,Tony Webb minor counties collection,2
Cheadle Hulme v Sale Second XI,52,18950810,match information,Tony Webb minor counties collection,2
Kersal v Heaton Mersey,52,18950810,match information,Tony Webb minor counties collection,2
Lancashire-Hill Second XI v Stockport Lads' Club First XI,52,18950810,match information,Tony Webb minor counties collection,2
Hanover Second XI v Heywood's Excelsior Second XI,52,18950810,match information,Tony Webb minor counties collection,2
Hanover First XI v Heywood's Excelsior First XI,52,18950810,match information,Tony Webb minor counties collection,1
Phoenix v Marterers,52,18950810,match information,Tony Webb minor counties collection,1
St Joseph's (reddish) v St Thomas' (hyde),52,18950810,match information,Tony Webb minor counties collection,2
Stockport v Great Moor,52,18950810,match information,Tony Webb minor counties collection,1
Hazel Grove v Poynton,52,18950812,match information,Tony Webb minor counties collection,1
New Mills Tradesmen v Stockport Post Office,52,18950813,match information,Tony Webb minor counties collection,1
Sale v Cheadle Hulme,52,18950810,match information,Tony Webb minor counties collection,1
Poynton United v Wood Lane (adlington),52,18950810,match information,Tony Webb minor counties collection,1
Poynton Second XI v Great Moor Second XI,52,18950810,match information,Tony Webb minor counties collection,1
Stockport v Werneth,53,18950817,match information,Tony Webb minor counties collection,1
Bollington v Alderley Edge,53,18950817,match information,Tony Webb minor counties collection,1
Manchester v Cheadle Hulme,53,18950817,match information,Tony Webb minor counties collection,1
Lindow v Cheadle Wesleyans,53,18950817,match information,Tony Webb minor counties collection,1
Langley v Crosley,53,18950817,match information,Tony Webb minor counties collection,1
Grey Horse v New Zealand Chief,53,18950817,match information,Tony Webb minor counties collection,1
Lancashire-Hill SS v Harpurhey Wesleyans Second XI,53,18950817,match information,Tony Webb minor counties collection,1
Lancashire-Hill SS v Harpurhey Wesleyans,53,18950817,match information,Tony Webb minor counties collection,1
Ashton v Heaton Mersey,53,18950817,match information,Tony Webb minor counties collection,1
