matchup,page,date,content_type,collection,record_id
Dunstable Volunteers v Luton Detachment,11,18950824,match information,Tony Webb minor counties collection,
Dunstable Second XI v Carter's,12,18950824,match information,Tony Webb minor counties collection,
Markyate v Waterlow's,12,18950824,match information,Tony Webb minor counties collection,
Reading Observer,13,18950525,newspaper cuttings,Tony Webb minor counties collection,
Reading v Slough,13,18950518,match information,Tony Webb minor counties collection,
Reading School v Hurst,13,18950518,match information,Tony Webb minor counties collection,
Biscuit Factory A XI v Wokingham,13,18950518,match information,Tony Webb minor counties collection,
Biscuit Factory B XI v Twyford,13,18950518,match information,Tony Webb minor counties collection,
Biscuit Factory Stores Married v Single,13,18950518,match information,Tony Webb minor counties collection,
Grazeley and Spencer's Wood Institute v Biscuit Factory C XI,13,18950518,match information,Tony Webb minor counties collection,
Sutton's A XI v Culham,13,18950522,match information,Tony Webb minor counties collection,
Sutton's B XI v Grazeley and Spencer's Wood Institute,13,18950522,match information,Tony Webb minor counties collection,
Oxford-Road v Caversham House,13,18950515,match information,Tony Webb minor counties collection,
Temperance Forwards v St Andrew's,13,18950518,match information,Tony Webb minor counties collection,
Claremont v Granville,13,18950518,match information,Tony Webb minor counties collection,
Kendrick School v Caversham St John's,14,18950518,match information,Tony Webb minor counties collection,
Sonning v Caversham,14,18950518,match information,Tony Webb minor counties collection,
Wokingham Excelsior v Woodley,14,18950518,match information,Tony Webb minor counties collection,
Abbey Wharf v Caversham Second XI,14,18950518,match information,Tony Webb minor counties collection,
Trinity Congregational v Thames Bank Iron Works,14,18950518,match information,Tony Webb minor counties collection,
All Saints' v Boys' Brigade Second XI,14,18950518,match information,Tony Webb minor counties collection,
Christ Church v Wycliffe,14,18950518,match information,Tony Webb minor counties collection,
Heath End v Caversham Free Church,14,18950518,match information,Tony Webb minor counties collection,
Swallowfield Park v Eversley,14,18950518,match information,Tony Webb minor counties collection,
Reading Wednesday v Shinfield,14,18950522,match information,Tony Webb minor counties collection,
Reading Co-operative v Aldworth,15,18950522,match information,Tony Webb minor counties collection,
Earley St Peter's v Shinfield,15,18950518,match information,Tony Webb minor counties collection,
Kidmore v Tilehurst,15,18950518,match information,Tony Webb minor counties collection,
Kendrick School v Sutton's Juniors,15,18950522,match information,Tony Webb minor counties collection,
London-Street Institute v Post Office,15,18950522,match information,Tony Webb minor counties collection,
Blue Coat School v St Giles' Brigade,15,18950518,match information,Tony Webb minor counties collection,
Cold Ash v Chieveley,15,18950000,match information,Tony Webb minor counties collection,
British School v St Mary's School,15,18950000,match information,Tony Webb minor counties collection,
Broad-Street United v St Lawrence's,15,18950518,match information,Tony Webb minor counties collection,
Oxford-Road v St John's,15,18950518,match information,Tony Webb minor counties collection,
London-Street Institute v Cumberland-Road,15,18950000,match information,Tony Webb minor counties collection,
British School v Victoria,15,18950000,match information,Tony Webb minor counties collection,
Reading School match list,16,18950718,team information,Tony Webb minor counties collection,
Reading School First XI player statistics,16,18950718,statistics,Tony Webb minor counties collection,
Reading School Second XI player statistics,16,18950718,statistics,Tony Webb minor counties collection,
Reading School First XI players,16,18950718,player information,Tony Webb minor counties collection,
Biscuit Factory B XI v White Cross,17,18950727,match information,Tony Webb minor counties collection,
Avondale v Co-Operative,17,18950731,match information,Tony Webb minor counties collection,
Reading v Reading School,17,18950731,match information,Tony Webb minor counties collection,
Reading v Abingdon,17,18950727,match information,Tony Webb minor counties collection,
Reading Wednesday v Dormer's XI,17,18950731,match information,Tony Webb minor counties collection,
Aldermaston v Mortimer,17,18950727,match information,Tony Webb minor counties collection,
Guildhall v Hungerford,17,18950731,match information,Tony Webb minor counties collection,
Theale v Englefield,17,18950727,match information,Tony Webb minor counties collection,
Heath End v Mcilroy's,17,18950801,match information,Tony Webb minor counties collection,
Heath End v St Laurence's,17,18950727,match information,Tony Webb minor counties collection,
Maiden Erleigh v Reading,17,18950729,match information,Tony Webb minor counties collection,
Oxford-Road v Wycliffe,17,18950727,match information,Tony Webb minor counties collection,
Highclere Castle v Hampshire Hogs,17,18950722,match information,Tony Webb minor counties collection,
Guildhall v Newtown,17,18950727,match information,Tony Webb minor counties collection,
Reading Cricket Week,18,18950800,season information,Tony Webb minor counties collection,
Reading v Marylebone,18,18950805,match information,Tony Webb minor counties collection,
Reading v C E Keymer's XI,18,18950806,match information,Tony Webb minor counties collection,
Reading v W Howard Palmer's XI,18,18950807,match information,Tony Webb minor counties collection,
Sunningdale School player statistics,18,18950000,statistics,Tony Webb minor counties collection,
Maiden Erleigh v Free Foresters,19,18950802,match information,Tony Webb minor counties collection,
Maiden Erleigh v Aldershot Division,19,18950803,match information,Tony Webb minor counties collection,
T W Girdlestone's XI player statistics,19,18950000,statistics,Tony Webb minor counties collection,
Sutton's Juniors v Sullhamstead Juniors,19,18950807,match information,Tony Webb minor counties collection,
T W Girdlestone's XI v Gindlestones,19,18950731,match information,Tony Webb minor counties collection,
Reading v Abingdon,20,18950817,match information,Tony Webb minor counties collection,
Thames Bank v Abbey Wharf,20,18950817,match information,Tony Webb minor counties collection,
Thames Bank v Reading Borough Police,20,18950820,match information,Tony Webb minor counties collection,
Biscuit Factory v Wokingham,20,18950817,match information,Tony Webb minor counties collection,
Biscuit Factory Second XI v Causton's Athletic,20,18950817,match information,Tony Webb minor counties collection,
London Street Institute v Co-Operative,20,18950821,match information,Tony Webb minor counties collection,
South Reading v Stoke Row,20,18950817,match information,Tony Webb minor counties collection,
Gentlemen of Berkshire v CD Rose's XI,20,18950816,match information,Tony Webb minor counties collection,
Ayondale v Oxford Road,20,18950821,match information,Tony Webb minor counties collection,
Heath End v Ipsden,20,18950817,match information,Tony Webb minor counties collection,
Wycliffe v Christchurch,20,18950817,match information,Tony Webb minor counties collection,
Newbury v CE Keyser's XI,20,18950816,match information,Tony Webb minor counties collection,
Guildhall v Newtown,21,18950817,match information,Tony Webb minor counties collection,
Parish Church Institute v Highclere,21,18950817,match information,Tony Webb minor counties collection,
Speen v Burghclere,21,18950817,match information,Tony Webb minor counties collection,
Lambourn v Hungerford,21,18950816,match information,Tony Webb minor counties collection,
Burghclere v Asbury House,21,18950814,match information,Tony Webb minor counties collection,
Burghclere Boys v Highclere Boys,21,18950819,match information,Tony Webb minor counties collection,
East Woodhay v Stockcross,21,18950814,match information,Tony Webb minor counties collection,
Wantage v Andington,21,18950822,match information,Tony Webb minor counties collection,
A W Baker's XI v A F Clarke's XI,21,18950817,match information,Tony Webb minor counties collection,
Newbury v 43rd Regimental District,21,18950821,match information,Tony Webb minor counties collection,
Gentlemen of Berkshire v CD Rose's XI,22,18950817,match information,Tony Webb minor counties collection,
Biscuit Factory A XI v Wokingham,22,18950817,match information,Tony Webb minor counties collection,
Biscuit Factory B XI v Causton's Athletic,22,18950817,match information,Tony Webb minor counties collection,
Thames Bank Ironworks v Abbey Wharf,22,18950817,match information,Tony Webb minor counties collection,
Thames Bank Iron Works v Honour Police,22,18950820,match information,Tony Webb minor counties collection,
Aldermaston Juniors v Padworth Juniors,23,18950821,match information,Tony Webb minor counties collection,
Sutton's Juniors v P Sutton's XI,23,18950821,match information,Tony Webb minor counties collection,
Abingdon,24,18950000,team information,Tony Webb minor counties collection,
Abingdon batting averages,24,18950000,statistics,Tony Webb minor counties collection,
Abingdon bowling averages,24,18950000,statistics,Tony Webb minor counties collection,
Abingdon Second XI,24,18950000,team information,Tony Webb minor counties collection,
Abingdon Second XI batting averages,24,18950000,statistics,Tony Webb minor counties collection,
Abingdon Second XI bowling averages,24,18950000,statistics,Tony Webb minor counties collection,
Newbury,25,18950000,team information,Tony Webb minor counties collection,
Newbury player statistics,25,18950000,statistics,Tony Webb minor counties collection,
Shepherd's XI v Woolley Park,26,18950911,match information,Tony Webb minor counties collection,
Inkpen v Falkland,26,18950900,match information,Tony Webb minor counties collection,
Stockcross v Chilterley,26,18950907,match information,Tony Webb minor counties collection,
Stockcross match list,26,18950900,team information,Tony Webb minor counties collection,
Lambourn v Chilton,26,18950907,match information,Tony Webb minor counties collection,
Southington v Kingsmill's XII,26,18950900,match information,Tony Webb minor counties collection,
Silchester v Stratfieldsaye,26,18950900,match information,Tony Webb minor counties collection,
Milfield v Sutton's XI,26,18950907,match information,Tony Webb minor counties collection,
Buckingham v Newtown,26,18950900,match information,Tony Webb minor counties collection,
Newtown v Parish Church Institute,26,18950831,match information,Tony Webb minor counties collection,
Adbury House v Newtown House,26,18950905,match information,Tony Webb minor counties collection,
Speen player statistics,26,18950900,statistics,Tony Webb minor counties collection,
49th Regimental District,27,18950000,team information,Tony Webb minor counties collection,
49th Regimental District player statistics,27,18950000,statistics,Tony Webb minor counties collection,
Royal Berks Seed Establishment,27,18950000,team information,Tony Webb minor counties collection,
Royal Berks Seed Establishment player statistics,27,18950000,statistics,Tony Webb minor counties collection,
Biscuit Factory team aggregates,27,18950000,statistics,Tony Webb minor counties collection,
Biscuit Factory player statistics,27,18950000,statistics,Tony Webb minor counties collection,
Royal Berks Seed Establishment,28,18950921,team information,Tony Webb minor counties collection,
Royal Berks Seed Establishment player statistics,28,18950921,statistics,Tony Webb minor counties collection,
Sunningdale School match list,28,18950921,team information,Tony Webb minor counties collection,
Sunningdale School player statistics,28,18950921,statistics,Tony Webb minor counties collection,
Biscuit Factory team aggregates,28,18950921,statistics,Tony Webb minor counties collection,
Biscuit Factory player statistics,28,18950921,statistics,Tony Webb minor counties collection,
Heckfield v Mildmay's XI,28,18950910,match information,Tony Webb minor counties collection,
St John's Sunday School Teachers v St Stephen's Sunday School Teachers,28,18950918,match information,Tony Webb minor counties collection,
Reading Police v Reading Corporation Officials,28,18950914,match information,Tony Webb minor counties collection,
Lechlade,29,18951031,newspaper cuttings,Tony Webb minor counties collection,
Lechlade player statistics,29,18950000,statistics,Tony Webb minor counties collection,
Maidenhead player statistics,30,18950000,statistics,Tony Webb minor counties collection,
Brecon v Llandovery,31,18950821,match information,Tony Webb minor counties collection,
Chalfont Park v Beaconsfield,32,18950713,match information,Tony Webb minor counties collection,
Cadmore v Radnage,32,18950713,match information,Tony Webb minor counties collection,
Amersham v Coleshill,32,18950713,match information,Tony Webb minor counties collection,
Burnham v Boyn Hill,32,18950713,match information,Tony Webb minor counties collection,
Bradenham v Bledlow Ridge,32,18950713,match information,Tony Webb minor counties collection,
Wycombe,32,18950719,newspaper cuttings,Tony Webb minor counties collection,
