matchup,page,date,content_type,collection,pages
Wilden v Ickwell,6,19390729,match information,Tony Webb minor counties collection,1
Tempsford v Great Barford II,6,19390729,match information,Tony Webb minor counties collection,1
Bedfordshire v Oxfordshire,7,19390807,match information,Tony Webb minor counties collection,1
Bedfordshire v Suffolk,7,19390800,fixture information,Tony Webb minor counties collection,1
Marston v Shire Hall Seconds,7,19390805,match information,Tony Webb minor counties collection,1
Henlow v Welwyn Garden City,8,19390807,match information,Tony Webb minor counties collection,1
Great Barford v Warboys,8,19390807,match information,Tony Webb minor counties collection,1
Woburn v Clapton Old Boys,8,19390807,match information,Tony Webb minor counties collection,1
Ampthill v Wolverton Technical College,8,19390807,match information,Tony Webb minor counties collection,1
Yelling v Potton Town,8,19390807,match information,Tony Webb minor counties collection,1
Biggleswade v Caldecote,8,19390807,match information,Tony Webb minor counties collection,1
Pulloxhill v H Westrope's XI,9,19390807,match information,Tony Webb minor counties collection,1
Bedford Town Second XI v Royston,9,19390807,match information,Tony Webb minor counties collection,1
Olney Town v Bozeat,9,19390805,match information,Tony Webb minor counties collection,1
Pulloxhill match list,9,19390805,team information,Tony Webb minor counties collection,1
Bedford Town v Peterborough,10,19390812,match information,Tony Webb minor counties collection,1
Bedford Town Second XI v Peterborough Town Second XI,10,19390812,match information,Tony Webb minor counties collection,1
Stewartby v St Neots,10,19390812,match information,Tony Webb minor counties collection,1
Henlow Second XI v Clophill,10,19390812,match information,Tony Webb minor counties collection,1
Hexton v Pulloxhill,10,19390812,match information,Tony Webb minor counties collection,1
Beds And Herts Depot v Bromham,10,19390812,match information,Tony Webb minor counties collection,1
Poddington v Rockingham,10,19390812,match information,Tony Webb minor counties collection,1
Bedford Martlets tour of Kent,11,19390800,team information,Tony Webb minor counties collection,1
Henlow v Letchworth,11,19390812,match information,Tony Webb minor counties collection,1
Biggleswade v Aspley Guise,11,19390812,match information,Tony Webb minor counties collection,1
Ampthill v Eversholt,11,19390812,match information,Tony Webb minor counties collection,1
Houghton Regis v Argus,11,19390812,match information,Tony Webb minor counties collection,1
CA White's XI v Flitwick Ramblers,11,19390812,match information,Tony Webb minor counties collection,1
Kimbolton v Dean,11,19390812,match information,Tony Webb minor counties collection,1
Silsoe v Oakfield Nurseries,11,19390812,match information,Tony Webb minor counties collection,1
Harpur Sports v Shire Hall,12,19390812,match information,Tony Webb minor counties collection,1
Thurleigh v Stagsden,12,19390812,match information,Tony Webb minor counties collection,1
St Neots II v Tempsford,12,19390812,match information,Tony Webb minor counties collection,1
Little Wymondley v London BC Sports,12,19390812,match information,Tony Webb minor counties collection,1
Marston v Blunham,12,19390812,match information,Tony Webb minor counties collection,1
Olney Town v Daimler Aero Engines Coventry,12,19390812,match information,Tony Webb minor counties collection,1
Caldecote team information,12,19390819,team information,Tony Webb minor counties collection,1
Bedford v Hitchin,13,19390819,match information,Tony Webb minor counties collection,2
Aspley Guise v Bedford Town Second XI,13,19390819,match information,Tony Webb minor counties collection,1
County Council Depot v Bromham,13,19390819,match information,Tony Webb minor counties collection,1
County Council Depot team aggregates,13,19390000,statistics,Tony Webb minor counties collection,1
Argus v Eversholt,13,19390819,match information,Tony Webb minor counties collection,1
Bedford Banks v Leighton Thursday,13,19390819,match information,Tony Webb minor counties collection,1
Harpur Sports v London Brick Company Bletchley,13,19390819,match information,Tony Webb minor counties collection,1
Henlow v RAF Cardington,13,19390819,match information,Tony Webb minor counties collection,2
RAF Cardington v Upwood,13,19390823,match information,Tony Webb minor counties collection,1
Kempston v Lynton Works,14,19390819,match information,Tony Webb minor counties collection,1
Biggleswade v Kent's Athletic,14,19390819,match information,Tony Webb minor counties collection,1
Biggleswade Second XI v Kent's Athletic Second XI,14,19390819,match information,Tony Webb minor counties collection,1
Bedford Clarence v Beds And Hert Depot,14,19390819,match information,Tony Webb minor counties collection,1
Old Warden v Potton,14,19390819,match information,Tony Webb minor counties collection,1
Henlow Second XI v Three Counties Mental Hospital A,14,19390819,match information,Tony Webb minor counties collection,1
Pulloxhill v Luton Montrose,14,19390819,match information,Tony Webb minor counties collection,1
Luton Davis v Flitwick Ramblers Second XI,14,19390819,match information,Tony Webb minor counties collection,1
London Brick Company Sports v Tottenham Gas Co Hitchin,14,19390819,match information,Tony Webb minor counties collection,1
Letchworth v RAF Henlow,14,19390819,match information,Tony Webb minor counties collection,1
RAF Henlow v RAF Uxbridge,14,19390819,match information,Tony Webb minor counties collection,1
RAF Henlow v De Havilland,14,19390819,match information,Tony Webb minor counties collection,1
Flitwick Ramblers v Markyate,14,19390819,match information,Tony Webb minor counties collection,1
Caldecote v Ickwell,15,19390819,match information,Tony Webb minor counties collection,1
Harrold v Bedford Baptists,15,19390819,match information,Tony Webb minor counties collection,1
Little Staughton v Stevington,15,19390819,match information,Tony Webb minor counties collection,1
Great Staughton v Great Barford,15,19390819,match information,Tony Webb minor counties collection,1
Oakley v Marston Second XI,15,19390819,match information,Tony Webb minor counties collection,1
Great Barford Second XI v Ravensden And Wilden,15,19390819,match information,Tony Webb minor counties collection,1
Stagsden v Ridgmont,15,19390819,match information,Tony Webb minor counties collection,1
Thurleigh v Keysoe,15,19390819,match information,Tony Webb minor counties collection,1
Shire Hall v Commer Cars,15,19390819,match information,Tony Webb minor counties collection,1
Caldecote player statistics,15,19390000,statistics,Tony Webb minor counties collection,1
Marston v Kempston,16,19390826,match information,Tony Webb minor counties collection,1
Ridgmont v Cople,16,19390826,match information,Tony Webb minor counties collection,1
Harrold v Great Barford,16,19390826,match information,Tony Webb minor counties collection,1
Sharnbrook v Little Staughton,16,19390826,match information,Tony Webb minor counties collection,1
Great Barford Second XI v Lynton Works,16,19390826,match information,Tony Webb minor counties collection,1
Wilden And Ravensden v Ickwell Second XI,16,19390826,match information,Tony Webb minor counties collection,1
Bedford Clarence v Harpur Sports,16,19390826,match information,Tony Webb minor counties collection,1
Bedford Town Second XI v Queen's Works,16,19390826,match information,Tony Webb minor counties collection,1
Eaton Socon v Kimbolton,16,19390826,match information,Tony Webb minor counties collection,1
Cricket Friendlies,16,19390900,fixture information,Tony Webb minor counties collection,1
Bedford League,16,19390900,fixture information,Tony Webb minor counties collection,1
Berkshire v Dorset,18,19390802,match information,Tony Webb minor counties collection,1
Berkshire v Hertfordshire,19,19390731,match information,Tony Webb minor counties collection,1
Sutton's v Aspro,20,19390729,match information,Tony Webb minor counties collection,1
Wargrave v Boyn Hill,20,19390729,match information,Tony Webb minor counties collection,1
Berks Club And Ground v Maidenhead And District,20,19390729,match information,Tony Webb minor counties collection,1
North Stoke v Old Redingensians,20,19390729,match information,Tony Webb minor counties collection,1
Reading Sunday v Chiswick Priory,20,19390730,match information,Tony Webb minor counties collection,1
Huntley And Palmers v Old Newburians,20,19390729,match information,Tony Webb minor counties collection,1
Berkshire v Buckinghamshire,21,19390807,match information,Tony Webb minor counties collection,1
Berkshire v Suffolk,21,19390809,match information,Tony Webb minor counties collection,1
Reading v The Ducks,22,19390806,match information,Tony Webb minor counties collection,1
Reading v Old Redingensians,22,19390807,match information,Tony Webb minor counties collection,1
Old Redingensians v Berkshire Gentlemen,22,19390728,match information,Tony Webb minor counties collection,1
Wargrave v M Pragnell's XI,22,19390807,match information,Tony Webb minor counties collection,1
Berkshire v Suffolk,23,19390817,match information,Tony Webb minor counties collection,1
Berkshire v Buckinghamshire,24,19390812,match information,Tony Webb minor counties collection,1
Berkshire v Dorset,24,19390814,match information,Tony Webb minor counties collection,1
OPF Sutton,24,19390814,biography,Tony Webb minor counties collection,1
RT Dedman,24,19390814,biography,Tony Webb minor counties collection,1
Reading v Slough,25,19390812,match information,Tony Webb minor counties collection,1
Reading v RAF Uxbridge,25,19390813,match information,Tony Webb minor counties collection,1
Ascot v Hurst,25,19390812,match information,Tony Webb minor counties collection,1
Wargrave v F B Tottie's XI,25,19390810,match information,Tony Webb minor counties collection,1
Wargrave v R T Robinson's XII,25,19390804,match information,Tony Webb minor counties collection,1
Wargrave v Old Cranleighans,25,19390812,match information,Tony Webb minor counties collection,1
Sutton's v Huntley And Palmers,25,19390812,match information,Tony Webb minor counties collection,1
Wokingham v Broadmoor,25,19390804,match information,Tony Webb minor counties collection,1
E L Kennedy's XI v F J P Shaw's XI,25,19390812,match information,Tony Webb minor counties collection,1
Old Redingensians v Maidenhead,25,19390812,match information,Tony Webb minor counties collection,1
Buckinghamshire v Berkshire,26,19390811,match information,Tony Webb minor counties collection,1
Chesham v Royal Air Force Uxbridge,26,19390816,match information,Tony Webb minor counties collection,1
Chesham v Chesham Footballers,26,19390811,match information,Tony Webb minor counties collection,1
Chesham v Amersham,26,19390812,match information,Tony Webb minor counties collection,2
Beaconsfield v JW Stephenson's XI,26,19390813,match information,Tony Webb minor counties collection,1
Brazil's v Coleshill,26,19390812,match information,Tony Webb minor counties collection,1
Norfolk v Buckinghamshire,27,19390814,match information,Tony Webb minor counties collection,1
Chalfont St Peter v Chalfont St Giles,28,19390812,match information,Tony Webb minor counties collection,1
Monks Risborough v Stokenchurch,28,19390812,match information,Tony Webb minor counties collection,1
Chesham v Amersham,28,19390812,match information,Tony Webb minor counties collection,2
Buckinghamshire v Norfolk,29,19390823,match information,Tony Webb minor counties collection,1
Buckinghamshire v Hertfordshire,30,19390818,match information,Tony Webb minor counties collection,1
Sports Gossip,30,19390825,newspaper cuttings,Tony Webb minor counties collection,1
Little Marlow,30,19390825,team information,Tony Webb minor counties collection,1
High Wycombe v Beaconsfield,31,19390819,match information,Tony Webb minor counties collection,1
Beaconsfield v South Oxfordshire Amateurs,31,19390820,match information,Tony Webb minor counties collection,1
These Did Well,31,19390800,statistics,Tony Webb minor counties collection,1
Red Triangle v Portsmouth Amateurs,32,19390808,match information,Tony Webb minor counties collection,1
Dorchester Brewery v Exeter Gas Co,32,19390805,match information,Tony Webb minor counties collection,1
Evesham v Tewkesbury,33,19390506,match information,Tony Webb minor counties collection,1
Alcester And Ragley v Dumbleton,33,19390506,match information,Tony Webb minor counties collection,1
Bourton Vale v Winchcombe,33,19390506,match information,Tony Webb minor counties collection,1
Tewkesbury match list,33,19390513,team information,Tony Webb minor counties collection,1
Tewkesbury Second XI match list,33,19390513,team information,Tony Webb minor counties collection,1
Overbury match list,33,19390513,team information,Tony Webb minor counties collection,1
Bredon match list,33,19390513,team information,Tony Webb minor counties collection,1
Severn Stoke match list,33,19390513,team information,Tony Webb minor counties collection,1
Twyning match list,33,19390513,team information,Tony Webb minor counties collection,1
Bushley match list,33,19390513,team information,Tony Webb minor counties collection,1
Longdon match list,33,19390513,team information,Tony Webb minor counties collection,1
Ripple match list,33,19390513,team information,Tony Webb minor counties collection,1
Worcester Gas Co match list,33,19390513,team information,Tony Webb minor counties collection,1
Hasfield and Tirley match list,33,19390513,team information,Tony Webb minor counties collection,1
Norton match list,33,19390513,team information,Tony Webb minor counties collection,1
Ashleworth match list,33,19390513,team information,Tony Webb minor counties collection,1
Badgeworth match list,33,19390513,team information,Tony Webb minor counties collection,1
Corse Lawn match list,33,19390513,team information,Tony Webb minor counties collection,1
Land Settlement Newent match list,33,19390513,team information,Tony Webb minor counties collection,1
Twyning v Corse Lawn,34,19390506,match information,Tony Webb minor counties collection,1
Bushley Captain's XI v Bushley Sub-Captain's XI,34,19390506,match information,Tony Webb minor counties collection,1
Overbury v Buckland And Laverton,34,19390506,match information,Tony Webb minor counties collection,1
Ripple v Worcester Nomads,34,19390506,match information,Tony Webb minor counties collection,1
Hasfield And Tirley v Norton,34,19390506,match information,Tony Webb minor counties collection,1
Forthampton,34,19390510,team information,Tony Webb minor counties collection,1
Schoolmasters v St George,35,19390610,match information,Tony Webb minor counties collection,1
Clifton v Trowbridge,35,19390610,match information,Tony Webb minor counties collection,1
Imperial v Cardiff,35,19390610,match information,Tony Webb minor counties collection,1
Bridgwater v Bohemians,35,19390610,match information,Tony Webb minor counties collection,1
Old Bristolians v United Banks,35,19390610,match information,Tony Webb minor counties collection,1
Stapleton v Bedminster,35,19390610,match information,Tony Webb minor counties collection,1
Knowle v Stinchcombe Stragglers,35,19390610,match information,Tony Webb minor counties collection,1
Flax Bourton v Thornbury,35,19390610,match information,Tony Webb minor counties collection,1
Westbury-On-Trym v Weston-Super-Mare,35,19390610,match information,Tony Webb minor counties collection,1
Bristol YMCA v Optimists,35,19390610,match information,Tony Webb minor counties collection,1
Bath v Lansdown,35,19390610,match information,Tony Webb minor counties collection,1
Schoolmasters v St George,36,19390600,match information,Tony Webb minor counties collection,1
YMCA v Optimists,36,19390600,match information,Tony Webb minor counties collection,1
Bath v Lansdown,36,19390600,match information,Tony Webb minor counties collection,1
Gloucester v Briton Ferry Steelworks,36,19390600,match information,Tony Webb minor counties collection,1
Andersons v United Yeast Co,36,19390600,match information,Tony Webb minor counties collection,1
Cotham v Corsham,36,19390600,match information,Tony Webb minor counties collection,1
Highbridge v Taunton St James,36,19390600,match information,Tony Webb minor counties collection,1
Hortham Colony v East Compton,36,19390600,match information,Tony Webb minor counties collection,1
Burnham-On-Sea v Huntspill,36,19390600,match information,Tony Webb minor counties collection,1
Imperial v Cardiff,37,19390600,match information,Tony Webb minor counties collection,1
Clifton v Trowbridge,37,19390600,match information,Tony Webb minor counties collection,1
Bridgwater v Bohemians,37,19390600,match information,Tony Webb minor counties collection,1
Frenchay v Lodway,37,19390600,match information,Tony Webb minor counties collection,1
Old Bristolians v United Banks,37,19390600,match information,Tony Webb minor counties collection,1
CWS v Redcliffe,37,19390600,match information,Tony Webb minor counties collection,1
Schoolmasters II v University II,37,19390600,match information,Tony Webb minor counties collection,1
Corsham II v Bath A,37,19390600,match information,Tony Webb minor counties collection,1
Gloucestershire Police v Wiltshire Police,38,19390610,match information,Tony Webb minor counties collection,1
Copechats v Burrows,39,19390708,match information,Tony Webb minor counties collection,1
Stancombe Park v Shell Mex,39,19390708,match information,Tony Webb minor counties collection,1
Oakridge II v Chalford II,39,19390711,match information,Tony Webb minor counties collection,1
Stroud News v JIL,39,19390707,match information,Tony Webb minor counties collection,1
Pitchcombe v Western National,39,19390710,match information,Tony Webb minor counties collection,1
Oakridge v Whiteway,39,19390708,match information,Tony Webb minor counties collection,1
Stroud Councils v King's Stanley,39,19390708,match information,Tony Webb minor counties collection,1
Stroud match list,39,19390700,team information,Tony Webb minor counties collection,1
Eastcombe match list,39,19390700,team information,Tony Webb minor counties collection,1
Newman Henders match list,39,19390700,team information,Tony Webb minor counties collection,1
Strachan's match list,39,19390700,team information,Tony Webb minor counties collection,1
Redler's match list,39,19390700,team information,Tony Webb minor counties collection,1
Copechats match list,39,19390700,team information,Tony Webb minor counties collection,1
Frocester match list,39,19390700,team information,Tony Webb minor counties collection,1
Amberley match list,39,19390700,team information,Tony Webb minor counties collection,1
Rodborough match list,39,19390700,team information,Tony Webb minor counties collection,1
Stroud Brewery match list,39,19390700,team information,Tony Webb minor counties collection,1
Rodborough Tab match list,39,19390700,team information,Tony Webb minor counties collection,1
Chalford II match list,39,19390700,team information,Tony Webb minor counties collection,1
King's Stanley II match list,39,19390700,team information,Tony Webb minor counties collection,1
Whiteway match list,39,19390700,team information,Tony Webb minor counties collection,1
Tuffley YMCA match list,39,19390700,team information,Tony Webb minor counties collection,1
Tuffley Sports match list,39,19390700,team information,Tony Webb minor counties collection,1
Stancombe Park match list,39,19390700,team information,Tony Webb minor counties collection,1
Cam match list,39,19390700,team information,Tony Webb minor counties collection,1
Coates match list,39,19390700,team information,Tony Webb minor counties collection,1
Trowbridge II match list,39,19390700,team information,Tony Webb minor counties collection,1
Brimscombe match list,39,19390700,team information,Tony Webb minor counties collection,1
Stroud Police match list,39,19390700,team information,Tony Webb minor counties collection,1
Oldlands match list,39,19390700,team information,Tony Webb minor counties collection,1
Stroud Th match list,39,19390700,team information,Tony Webb minor counties collection,1
Cainscross Co-op match list,39,19390700,team information,Tony Webb minor counties collection,1
Newmarket match list,39,19390700,team information,Tony Webb minor counties collection,1
Bohemians v Lansdown,40,19390807,match information,Tony Webb minor counties collection,1
Flax Bourton v Backwell House,40,19390807,match information,Tony Webb minor counties collection,1
Weston-Super-Mare v Knowle,40,19390800,match information,Tony Webb minor counties collection,1
Bedminster v Cardiff Touring XI,40,19390807,match information,Tony Webb minor counties collection,1
Peasedown v Widcombe Athletic,40,19390800,match information,Tony Webb minor counties collection,1
Frampton Cotterell v Bishop Road,40,19390800,match information,Tony Webb minor counties collection,1
Long Ashton v Claverham,40,19390807,match information,Tony Webb minor counties collection,1
Bohemians II v Gaflac,40,19390800,match information,Tony Webb minor counties collection,1
Long Ashton II v Bristol Tramways Co,41,19390800,match information,Tony Webb minor counties collection,1
Weston II v Clevedon,41,19390800,match information,Tony Webb minor counties collection,1
Bedminster II v Schoolmasters II,41,19390800,match information,Tony Webb minor counties collection,1
Shaftesbury v East Compton,41,19390800,match information,Tony Webb minor counties collection,1
Bohemians II v Lansdown II,41,19390800,match information,Tony Webb minor counties collection,1
Bohemians III v Old Bristolians III,41,19390800,match information,Tony Webb minor counties collection,1
Keynsham v Stoke Bishop,41,19390800,match information,Tony Webb minor counties collection,1
YMCA v Bedminster,42,19390819,match information,Tony Webb minor counties collection,1
Flax Bourton v Stoke Bishop,42,19390819,match information,Tony Webb minor counties collection,1
United Banks v Stinchcombe,42,19390819,match information,Tony Webb minor counties collection,1
Bridgwater v Imperial,42,19390819,match information,Tony Webb minor counties collection,1
Schoolmasters v Taunton,42,19390819,match information,Tony Webb minor counties collection,1
Bohemians v Frys,42,19390819,match information,Tony Webb minor counties collection,1
Long Ashton v Stapleton,42,19390819,match information,Tony Webb minor counties collection,1
Westbury-On-Trym v Clifton,42,19390819,match information,Tony Webb minor counties collection,1
Optimists v Claverham,42,19390819,match information,Tony Webb minor counties collection,1
Weston-Super-Mare v Chard,42,19390819,match information,Tony Webb minor counties collection,1
Optimists v Royal Tank Corps Bovington,43,19390800,match information,Tony Webb minor counties collection,1
Optimists v Ringwood,43,19390800,match information,Tony Webb minor counties collection,1
Optimists v Bournemouth Sports,43,19390800,match information,Tony Webb minor counties collection,1
Bohemians II v Clifton II,43,19390800,match information,Tony Webb minor counties collection,1
Bohemians III v Schoolmasters A,43,19390800,match information,Tony Webb minor counties collection,1
United Yeast Co v Andersons,43,19390800,match information,Tony Webb minor counties collection,1
Long Ashton II v Stapleton II,43,19390800,match information,Tony Webb minor counties collection,1
YMCA v Bedminster,44,19390800,match information,Tony Webb minor counties collection,1
Flax Bourton v Stoke Bishop,44,19390800,match information,Tony Webb minor counties collection,1
Stinchcombe v United Banks,44,19390800,match information,Tony Webb minor counties collection,1
Bridgwater v Imperial,44,19390800,match information,Tony Webb minor counties collection,1
Taunton v Schoolmasters,44,19390800,match information,Tony Webb minor counties collection,1
Stroud v Newport,44,19390819,match information,Tony Webb minor counties collection,1
Bristol Master Bakers v Thornbury,45,19390819,match information,Tony Webb minor counties collection,1
Weston-Super-Mare v Whitchurch Heath,45,19390824,match information,Tony Webb minor counties collection,1
Rickmansworth British Legion v Dickinson's Croxley II,46,19390610,match information,Tony Webb minor counties collection,1
North Met v Bricket Wood And Munden,46,19390610,match information,Tony Webb minor counties collection,1
Courtfield v St John's,46,19390610,match information,Tony Webb minor counties collection,1
Hemel Hempstead Grammar School v Parents,46,19390610,match information,Tony Webb minor counties collection,1
St Mary's Men's Guild v St Mary's Club,46,19390610,match information,Tony Webb minor counties collection,1
Aldenham School v Merchant Taylors',46,19390610,match information,Tony Webb minor counties collection,1
Kingham Institute Athletic v Harrow Athletic,46,19390610,match information,Tony Webb minor counties collection,1
Berkhamsted II v Chesham II,46,19390610,match information,Tony Webb minor counties collection,1
Leighton Buzzard II v Tring Park II,46,19390610,match information,Tony Webb minor counties collection,1
Benskin's v Garston Willows,46,19390610,match information,Tony Webb minor counties collection,1
Abbots Langley II v Rickmansworth II,46,19390610,match information,Tony Webb minor counties collection,1
LPTB Garage Amersham-Hill v Hemel Hempstead,46,19390615,match information,Tony Webb minor counties collection,1
Harpenden II v Bushey II,46,19390610,match information,Tony Webb minor counties collection,1
Watford British Legion v Northbank,46,19390610,match information,Tony Webb minor counties collection,1
Watford British Legion v Watford Gas Co,46,19390610,match information,Tony Webb minor counties collection,1
Balham Park v Nash Mills,46,19390610,match information,Tony Webb minor counties collection,1
Nash Mills v BDV,46,19390610,match information,Tony Webb minor counties collection,1
LMS Watford v Sun Engraving,46,19390610,match information,Tony Webb minor counties collection,1
Scammells v Rickmansworth Oddfellows,46,19390610,match information,Tony Webb minor counties collection,1
Tabernacle v St James's Baptists,46,19390610,match information,Tony Webb minor counties collection,1
WW Armstrong,46,19390614,biography,Tony Webb minor counties collection,1
Radlett v Bishop's Stortford,47,19390708,fixture information,Tony Webb minor counties collection,1
Bishop's Stortford Second XI v Old Stortfordian Association,47,19390708,fixture information,Tony Webb minor counties collection,1
Arkesden v Debden,47,19390708,fixture information,Tony Webb minor counties collection,1
Duddenhoe End v Takeley,47,19390708,fixture information,Tony Webb minor counties collection,1
Elsenham v Hatfield Heath,47,19390708,fixture information,Tony Webb minor counties collection,1
Mole Hill Green v Little Hallingbury,47,19390708,fixture information,Tony Webb minor counties collection,1
Furnham v Hatfield Broad Oak,47,19390708,fixture information,Tony Webb minor counties collection,1
Birchanger v Hockerill,47,19390708,fixture information,Tony Webb minor counties collection,1
Hockerill Second XI v Birchanger Second XI,47,19390708,fixture information,Tony Webb minor counties collection,1
Westmill v Brent Pelham,47,19390708,fixture information,Tony Webb minor counties collection,1
Quendon Hall v H A Duke's XI,47,19390708,fixture information,Tony Webb minor counties collection,1
Wanstead County School v Harlow College,47,19390708,fixture information,Tony Webb minor counties collection,1
Captain F Pawle's team v Myddleton,47,19390708,fixture information,Tony Webb minor counties collection,1
Sawbridgeworth v Dunmow,47,19390708,fixture information,Tony Webb minor counties collection,1
Dunmow Second XI v Sawbridgeworth Second XI,47,19390708,fixture information,Tony Webb minor counties collection,1
Little Hadham v Berden,47,19390708,fixture information,Tony Webb minor counties collection,1
Sir Walter Lawrence's XI v Essex Hunt,47,19390709,fixture information,Tony Webb minor counties collection,1
Sawbridgeworth v E Prior's XI,47,19390709,fixture information,Tony Webb minor counties collection,1
Netteswell and Burnt Mill v Hadley,47,19390709,fixture information,Tony Webb minor counties collection,1
Bishop's Stortford players,47,19390700,player information,Tony Webb minor counties collection,1
Saffron Walden players,47,19390610,player information,Tony Webb minor counties collection,1
Netteswell And Burnt Mill v High Cross,47,19390611,match information,Tony Webb minor counties collection,1
Letchworth v St Albans,48,19390729,match information,Tony Webb minor counties collection,1
St Albans v Old Albanians,48,19390730,match information,Tony Webb minor counties collection,1
Herts County Club v St Albans,48,19390728,match information,Tony Webb minor counties collection,1
Herts County Club v Haileybury College,48,19390729,match information,Tony Webb minor counties collection,1
St Albans Second XI v Dickinson's,48,19390729,match information,Tony Webb minor counties collection,1
Cell Barnes Colony v St Albans III,48,19390729,match information,Tony Webb minor counties collection,1
Northmet v Frogmore,48,19390730,match information,Tony Webb minor counties collection,1
Old Albanians v Abbots Langley,48,19390729,match information,Tony Webb minor counties collection,2
St Michael's v North Mymms,48,19390729,match information,Tony Webb minor counties collection,1
St Michael's II v North Mymms II,48,19390729,match information,Tony Webb minor counties collection,1
Harpenden Newsagents v Harpenden Dairymen,48,19390731,match information,Tony Webb minor counties collection,1
Hertfordshire team information,48,19390800,team information,Tony Webb minor counties collection,1
Chipperfield v Harpenden,49,19390729,match information,Tony Webb minor counties collection,2
Harpenden Second XI v Markyate,49,19390729,match information,Tony Webb minor counties collection,1
Bamville v Sandridge,49,19390729,match information,Tony Webb minor counties collection,1
Bamville v Harpenden Wednesday,49,19390730,match information,Tony Webb minor counties collection,1
Tring Park v Harpenden Wednesday,49,19390802,match information,Tony Webb minor counties collection,1
Three Counties Hospital v Leavesden Hospital,49,19390729,match information,Tony Webb minor counties collection,1
Tyttenhanger v Mercers' Sports,49,19390729,match information,Tony Webb minor counties collection,1
King's Langley Second XI v Dunstable Second XI,49,19390729,match information,Tony Webb minor counties collection,1
Ballito Sports v Gibbs And Bamforth's,49,19390729,match information,Tony Webb minor counties collection,1
Gibbs And Bamforth's v Sandridge,49,19390730,match information,Tony Webb minor counties collection,1
Gorhambury Estate v Electrical Apparatus Co,49,19390729,match information,Tony Webb minor counties collection,1
Frommore v St Albans Services,49,19390729,match information,Tony Webb minor counties collection,1
Napsbury v Hemel Hempstead Police,49,19390727,match information,Tony Webb minor counties collection,1
St Albans Thursday v Shenley Hospital,49,19390729,match information,Tony Webb minor counties collection,1
Rodexicon v Hill End Hospital,50,19390729,match information,Tony Webb minor counties collection,1
Napsbury Hospital v South Mimms,50,19390729,match information,Tony Webb minor counties collection,1
Leavesden Hospital v Portland,50,19390729,match information,Tony Webb minor counties collection,2
