matchup,page,date,content_type,collection,record_id
Royal Berks Seed Establishment team information,27,18950920,team information,Tony Webb minor counties collection,
Biscuit Factory player statistics,27,18950920,statistics,Tony Webb minor counties collection,
Biscuit Factory team information,27,18950920,team information,Tony Webb minor counties collection,
Royal Berks Seed Establishment team information,28,18950921,team information,Tony Webb minor counties collection,
Royal Berks Seed Establishment player statistics,28,18950921,statistics,Tony Webb minor counties collection,
Sunningdale School team information,28,18950921,team information,Tony Webb minor counties collection,
Sunningdale School player statistics,28,18950921,statistics,Tony Webb minor counties collection,
Biscuit Factory team information,28,18950921,team information,Tony Webb minor counties collection,
Biscuit Factory player statistics,28,18950921,statistics,Tony Webb minor counties collection,
Heckfield v Major Mildmay's XI,28,18950910,match information,Tony Webb minor counties collection,
St John's Sunday School Teachers v St Stephen's Sunday School Teachers,28,18950918,match information,Tony Webb minor counties collection,
Reading Police v Reading Corporation Officials,28,18950914,match information,Tony Webb minor counties collection,
Lechlade Cricket Club dinner,29,18951031,newspaper cuttings,Tony Webb minor counties collection,
Lechlade player statistics,29,18950000,statistics,Tony Webb minor counties collection,
Lechlade match list,29,18950000,team information,Tony Webb minor counties collection,
Maidenhead player statistics,30,18951113,statistics,Tony Webb minor counties collection,
Maidenhead match list,30,18951113,team information,Tony Webb minor counties collection,
Brecon v Llandovery,31,18950821,match information,Tony Webb minor counties collection,
Chalfont Park v Beaconsfield,32,18950713,match information,Tony Webb minor counties collection,
Cadmore v Radnage,32,18950713,match information,Tony Webb minor counties collection,
Amersham v Coleshill,32,18950713,match information,Tony Webb minor counties collection,
Burnham v Boyn Hill,32,18950713,match information,Tony Webb minor counties collection,
Bradenham v Bledlow Ridge,32,18950713,match information,Tony Webb minor counties collection,
Wycombe,32,18950719,newspaper cuttings,Tony Webb minor counties collection,
St John's,32,18950719,newspaper cuttings,Tony Webb minor counties collection,
Church Room,32,18950719,newspaper cuttings,Tony Webb minor counties collection,
High Wycombe v Mr E Stevens XI,33,18950803,match information,Tony Webb minor counties collection,
Wycombe Alexandra v Brethoven (london),33,18950805,match information,Tony Webb minor counties collection,
Burnham v Flackwell Heath,33,18950803,match information,Tony Webb minor counties collection,
Bayners XI v Permanent Staff Of The Second Batt. Oxford Light Infantry,33,18950805,match information,Tony Webb minor counties collection,
Mr J Grenfell's XI v Beaconsfield,33,18950805,match information,Tony Webb minor counties collection,
Mr Berkley's XI v Mr Greaves' XI,33,18950000,match information,Tony Webb minor counties collection,
Wycombe Church Room v Wheeler End,33,18950805,match information,Tony Webb minor counties collection,
Hazlemere United v Cadmore End,33,18950805,match information,Tony Webb minor counties collection,
Amersham UCC v Harlesden,33,18950805,match information,Tony Webb minor counties collection,
"St Mark's Choir, Bourne End v Little Marlow",33,18950805,match information,Tony Webb minor counties collection,
Alexandra Second XI v Primitive Methodists,33,18950803,match information,Tony Webb minor counties collection,
Marlow v Oriel,33,18950805,match information,Tony Webb minor counties collection,
Saturday's Fixtures,33,18950803,fixture information,Tony Webb minor counties collection,
South Bucks Free Press: Friday 9 August 1895,34,18950809,match information,Tony Webb minor counties collection,
Wycombe v Oriel,34,18950806,match information,Tony Webb minor counties collection,
Gerards Cross v Osborne Stevens And Co,34,18950802,match information,Tony Webb minor counties collection,
Great Hampden v Old Northleites,34,18950807,match information,Tony Webb minor counties collection,
Wycombe YMCA v Mr A Gray's XI,34,18950729,match information,Tony Webb minor counties collection,
Wycombe YMCA match list,34,18950000,team information,Tony Webb minor counties collection,
Chalfont Park v St Silas London,34,18950806,match information,Tony Webb minor counties collection,
Taplow Station v Post Office Telegraphs London,34,18950805,match information,Tony Webb minor counties collection,
Burnham v Postal Telegraphs London,34,18950805,match information,Tony Webb minor counties collection,
Cotham Green v Gerards Cross,34,18950800,match information,Tony Webb minor counties collection,
Church Institute v Gayhurst,35,18950801,match information,Tony Webb minor counties collection,
Parish Church v Penny Stratford St Martin,35,18950803,match information,Tony Webb minor counties collection,
Parish Church v Moulsoe,35,18950805,match information,Tony Webb minor counties collection,
Gayhurst v Tyringham,35,18950808,match information,Tony Webb minor counties collection,
Stantonbury St James' v Stoke Stratford Mutual,35,18950802,match information,Tony Webb minor counties collection,
Flackwell Heath Second XI v Little Marlow,36,18950810,match information,Tony Webb minor counties collection,
Marlow v High Wycombe,36,18950810,match information,Tony Webb minor counties collection,
Wycombe Reserves v West Wycombe,36,18950810,match information,Tony Webb minor counties collection,
Blythewood v Cippenham,36,18950810,match information,Tony Webb minor counties collection,
Cippenham v Carlton London,36,18950805,match information,Tony Webb minor counties collection,
Taplow Station v Reading Temperance Forward,36,18950810,match information,Tony Webb minor counties collection,
Stokechurch v Shiremill,37,18950806,match information,Tony Webb minor counties collection,
Boyn Hill v Bisham,37,18950810,match information,Tony Webb minor counties collection,
Fine Apple v King's Head,37,18950805,match information,Tony Webb minor counties collection,
Mr Quarterman's Firm v Mr R Ford's Firm,37,18950808,match information,Tony Webb minor counties collection,
Colehill v St Margaret's,37,18950810,match information,Tony Webb minor counties collection,
Long Crendon v Biston,37,18950807,match information,Tony Webb minor counties collection,
Bucks Rural League,37,18950000,league information,Tony Webb minor counties collection,
Wycombe Reserves v West Wycombe,38,18950824,match information,Tony Webb minor counties collection,
High Wycombe v Wooburn Institute,38,18950824,match information,Tony Webb minor counties collection,
Burnham v Taplow Station,38,18950824,match information,Tony Webb minor counties collection,
Maidenhead v Cippenham,38,18950824,match information,Tony Webb minor counties collection,
Blythewood v Burnham Priory,38,18950824,match information,Tony Webb minor counties collection,
Marlow v Mr J Monro Walker's XI,38,18950824,match information,Tony Webb minor counties collection,
Wycombe Church Room v Wycombe St John's,38,18950824,match information,Tony Webb minor counties collection,
Wycombe Bells Wanderers v Holloway's Boot Operatives,38,18950824,match information,Tony Webb minor counties collection,
Gerrards Cross v Flackwell Heath,38,18950824,match information,Tony Webb minor counties collection,
Speen v Ickenham,38,18950824,match information,Tony Webb minor counties collection,
Gerrards Cross v Amersham,38,18950822,match information,Tony Webb minor counties collection,
Wycombe Y M C A v Wycombe Primitives,39,18950824,match information,Tony Webb minor counties collection,
Beaconsfield v Stoke Green,39,18950824,match information,Tony Webb minor counties collection,
Four Veterans v Four Juniors Single Wicket,39,18950826,match information,Tony Webb minor counties collection,
Great Kingshill v Pine Apple,39,18950824,match information,Tony Webb minor counties collection,
Mr W Pearce's Wycombe XI v Southall,39,18950824,match information,Tony Webb minor counties collection,
Great Missenden v Lee Common,39,18950822,match information,Tony Webb minor counties collection,
Mr Collins Class v Booker Temperance,39,18950824,match information,Tony Webb minor counties collection,
Master H Penton's XI v Hedgerley Home,39,18950823,match information,Tony Webb minor counties collection,
Hillingdon v Chalfont Park,39,18950824,match information,Tony Webb minor counties collection,
Penn Street v Cholesbury,39,18950824,match information,Tony Webb minor counties collection,
Cookham Dean v Little Marlow,39,18950824,match information,Tony Webb minor counties collection,
Barton v Grantchester,40,18950727,match information,Tony Webb minor counties collection,
Burnt Fen v Prickwillow,40,18950729,match information,Tony Webb minor counties collection,
Willingham v YMCA Cambridge,40,18950727,match information,Tony Webb minor counties collection,
Old Higher Grade v Sawston,40,18950727,match information,Tony Webb minor counties collection,
Liberals v Ainsworth,40,18950727,match information,Tony Webb minor counties collection,
Sutton v Haddenham,40,18950727,match information,Tony Webb minor counties collection,
Married v Single,40,18950730,match information,Tony Webb minor counties collection,
Cambridge County Cricket Club team information,41,18950800,team information,Tony Webb minor counties collection,
Cambridgeshire Cricket Cup Competition final team information,41,18950800,team information,Tony Webb minor counties collection,
Cassandra Club team information,41,18950800,team information,Tony Webb minor counties collection,
Sawston v Old Higher Grade,41,18950727,match information,Tony Webb minor counties collection,
Cambridgeshire Cricket Cup Competition final fixture information,41,18950800,fixture information,Tony Webb minor counties collection,
Histon And Impington v Old Higher Grade,41,18950800,match information,Tony Webb minor counties collection,
Cambridge Town Council v County Council,42,18950815,match information,Tony Webb minor counties collection,
Professors And Demonstrators v Assistants,42,18950810,match information,Tony Webb minor counties collection,
County v Borough Police,43,18950807,match information,Tony Webb minor counties collection,
Trinity College Knockabouts v Grantchester,43,18950803,match information,Tony Webb minor counties collection,
K S Ranjitsinhji,43,18950800,biography,Tony Webb minor counties collection,
Cambs Cricket Association Cup final preview,43,18950800,newspaper cuttings,Tony Webb minor counties collection,
Leading dozen batsmen averages,43,18950800,statistics,Tony Webb minor counties collection,
Cambridge,43,18950810,newspaper cuttings,Tony Webb minor counties collection,
New Chesterton Juniors v Liberal Second XI,44,18950829,match information,Tony Webb minor counties collection,
Camden v St Giles,44,18950829,match information,Tony Webb minor counties collection,
Liberals v St Giles,45,18950907,match information,Tony Webb minor counties collection,
Sawston Institute v Anchor,45,18950907,match information,Tony Webb minor counties collection,
Cambridge Borough Police v Cambs County Police,45,18950911,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield,46,18950615,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield Second XI,46,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth,46,18950615,match information,Tony Webb minor counties collection,
Langley v Lane End,46,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth Second XI,46,18950615,match information,Tony Webb minor counties collection,
Great Moor v Hazel Grove,46,18950615,match information,Tony Webb minor counties collection,
Bramhall v Bowdon Second XI,46,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey Third v South Manchester Second,46,18950615,match information,Tony Webb minor counties collection,
Wood-Lanes v Poynton Second XI,46,18950615,match information,Tony Webb minor counties collection,
Bollington v Huxton,46,18950615,match information,Tony Webb minor counties collection,
Cheadle Hulme v Brooklands,46,18950615,match information,Tony Webb minor counties collection,
Fulshaw v Cheadle,46,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey v South Manchester,46,18950615,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield,47,18950615,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield Second XI,47,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth,47,18950615,match information,Tony Webb minor counties collection,
Langley v Leek Highfield,47,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth Second XI,47,18950615,match information,Tony Webb minor counties collection,
Great Moor v Hazel Grove,47,18950615,match information,Tony Webb minor counties collection,
Bramall v Bowdon Second XI,47,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey Second XI v South Manchester Second XI,47,18950615,match information,Tony Webb minor counties collection,
Woodlands v Poynton Second XI,47,18950615,match information,Tony Webb minor counties collection,
Bollington v Buxton,47,18950615,match information,Tony Webb minor counties collection,
Cheadle Hulme v Brooklands,47,18950615,match information,Tony Webb minor counties collection,
Fulshaw v Cheadle,47,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey v South Manchester,47,18950615,match information,Tony Webb minor counties collection,
Ormskirk v Leyland,48,18950000,match information,Tony Webb minor counties collection,
Warrington v Broughton,48,18950000,match information,Tony Webb minor counties collection,
West Derby v Southport,48,18950000,match information,Tony Webb minor counties collection,
Garston v Liverpool Second XI,48,18950000,match information,Tony Webb minor counties collection,
Old Xaverians v Barnett,48,18950000,match information,Tony Webb minor counties collection,
Birkenhead Victoria v Spital,48,18950000,match information,Tony Webb minor counties collection,
Castleton v Stockport,49,18950727,match information,Tony Webb minor counties collection,
St Thomas' Athletic v Norbury Second XI,49,18950727,match information,Tony Webb minor counties collection,
Mr G H Lloyd's XI v Cheadle,49,18950727,match information,Tony Webb minor counties collection,
Reddish Vale v Denton Wesleyans,49,18950727,match information,Tony Webb minor counties collection,
Phoenix v Manchester South End,49,18950727,match information,Tony Webb minor counties collection,
Hollington v Heaton Mersey,49,18950727,match information,Tony Webb minor counties collection,
Urmston v Bramhall,49,18950727,match information,Tony Webb minor counties collection,
Macclesfield v Poynton,49,18950727,match information,Tony Webb minor counties collection,
St Matthew's v Hanover Second XI,49,18950727,match information,Tony Webb minor counties collection,
Lancaster Hill SS v Haughton Wesleyans First XI,49,18950727,match information,Tony Webb minor counties collection,
Stockport Great Moor v Strines,49,18950727,match information,Tony Webb minor counties collection,
Stockport Congregational v Reddish St Elizabeth's,49,18950727,match information,Tony Webb minor counties collection,
Alderley Edge Victoria v Chadle Wesleyans,50,18950800,match information,Tony Webb minor counties collection,
Raddish St Joseph's v Union-Street Hyde,50,18950727,match information,Tony Webb minor counties collection,
Heaton Moor Wesleyans v Patricroft Wesleyans,50,18950800,match information,Tony Webb minor counties collection,
Brinksway Sunday School v Meadow,50,18950800,match information,Tony Webb minor counties collection,
Styal v Beswick Royal,50,18950727,match information,Tony Webb minor counties collection,
Castleton v Stockport,50,18950800,match information,Tony Webb minor counties collection,
St Thomas' Athletic v Norbury Second XI,50,18950800,match information,Tony Webb minor counties collection,
G H Ling's XI v Cheshire,50,18950800,match information,Tony Webb minor counties collection,
Reddish Vale v Denton Wesleyans,50,18950800,match information,Tony Webb minor counties collection,
Phoenix v Manchester South End,50,18950800,match information,Tony Webb minor counties collection,
Bollington v Heaton Mersey,50,18950800,match information,Tony Webb minor counties collection,
Urmston v Bramall,50,18950800,match information,Tony Webb minor counties collection,
Macclesfield v Poynton,50,18950800,match information,Tony Webb minor counties collection,
St Matthew's v Hanover Second XI,50,18950800,match information,Tony Webb minor counties collection,
Stockport Congregational v Raddish St Elisabeth's,50,18950727,match information,Tony Webb minor counties collection,
Lancashire Hill S S v Haughton Wesleyans First XI,50,18950800,match information,Tony Webb minor counties collection,
Stockport Great Moor v Sirines,50,18950727,match information,Tony Webb minor counties collection,
Macclesfield v Lever-Daulby,51,18950816,match information,Tony Webb minor counties collection,
Bollington v Sandbach,51,18950816,match information,Tony Webb minor counties collection,
Bollington Second XI v Bugsworth,51,18950816,match information,Tony Webb minor counties collection,
Hazel Grove v Hazel Grove Tradesmen,51,18950816,match information,Tony Webb minor counties collection,
Stockport v Little Lever,51,18950816,match information,Tony Webb minor counties collection,
Bramall v Stockport Second XI,51,18950816,match information,Tony Webb minor counties collection,
Cheadle Hulme v Hale Second XI,51,18950816,match information,Tony Webb minor counties collection,
Kersal v Heaton Mersey,51,18950816,match information,Tony Webb minor counties collection,
Lancashire-Hill Second XI v Stockport Lads' Club,51,18950816,match information,Tony Webb minor counties collection,
Hanover Second XI v Heywood's Excelsior Second XI,51,18950816,match information,Tony Webb minor counties collection,
Hanover v Heywood's Excelsior,51,18950810,match information,Tony Webb minor counties collection,
Phoenix v Masters,51,18950816,match information,Tony Webb minor counties collection,
St Joseph's Handen v St Thomas' Hyde,51,18950810,match information,Tony Webb minor counties collection,
Stockport v Great Moor,51,18950816,match information,Tony Webb minor counties collection,
Macclesfield v Levenshulme,52,18950809,match information,Tony Webb minor counties collection,
Bollington v Sandbach,52,18950809,match information,Tony Webb minor counties collection,
Bollington Second XI v Bosworth,52,18950809,match information,Tony Webb minor counties collection,
Hazel Grove v Hazel Grove Tradesmen,52,18950809,match information,Tony Webb minor counties collection,
Stockport v Little Lever,52,18950809,match information,Tony Webb minor counties collection,
Bramall First XI v Stockport Second XI,52,18950809,match information,Tony Webb minor counties collection,
Hazel Grove v Poynton,52,18950812,match information,Tony Webb minor counties collection,
Chadkirk Hulme v Sale Second XI,52,18950809,match information,Tony Webb minor counties collection,
Kersal v Heaton Mersey,52,18950809,match information,Tony Webb minor counties collection,
Lancashire Hill Second XI v Stockport Lads' Club First XI,52,18950809,match information,Tony Webb minor counties collection,
Hanover Second XI v Heywood's Excelsior Second XI,52,18950809,match information,Tony Webb minor counties collection,
Phoenix v Martinrigg,52,18950809,match information,Tony Webb minor counties collection,
St Joseph's Reddish v St Thomas' Hyde,52,18950810,match information,Tony Webb minor counties collection,
Poynton v Great Moor,52,18950809,match information,Tony Webb minor counties collection,
New Mills Tradesmen v Stockport Post Office,52,18950813,match information,Tony Webb minor counties collection,
Sale v Chadkirk Hulme,52,18950809,match information,Tony Webb minor counties collection,
Poynton United v Wood Lane Addington,52,18950809,match information,Tony Webb minor counties collection,
Poynton Second XI v Great Moor Second XI,52,18950809,match information,Tony Webb minor counties collection,
Stockport v Werneth,53,18950817,match information,Tony Webb minor counties collection,
Bollington v Alderley Edge,53,18950817,match information,Tony Webb minor counties collection,
Manchester v Cheshire Rolling,53,18950817,match information,Tony Webb minor counties collection,
Lindow v Cheadle Wesleyans,53,18950817,match information,Tony Webb minor counties collection,
Langley v Crossley,53,18950817,match information,Tony Webb minor counties collection,
Grey Horse v New Zealand Chief,53,18950817,match information,Tony Webb minor counties collection,
