matchup,page,date,content_type,collection,record_id
Lambourn v Chilton,26,18950907,match information,Tony Webb minor counties collection,
Southington v Mr. A. Kingsmill's Xii,26,18950000,match information,Tony Webb minor counties collection,
Silchester v Stratfieldsaye,26,18950000,match information,Tony Webb minor counties collection,
Bradfield v Mr. A. Sutton's XI,26,18950907,match information,Tony Webb minor counties collection,
Burghclere v Newtown,26,18950000,match information,Tony Webb minor counties collection,
Newtown v Parish Church Institute,26,18950831,match information,Tony Webb minor counties collection,
Adbury House v Newtown House,26,18950000,match information,Tony Webb minor counties collection,
Heckfield v Major Mildmay's XI,28,18950910,match information,Tony Webb minor counties collection,
St. John's Sunday School Teachers v St. Stephen's Sunday School Teachers,28,18950918,match information,Tony Webb minor counties collection,
Reading Police v Reading Corporation Officials,28,18950920,match information,Tony Webb minor counties collection,
Brecon v Llandovery,31,18950821,match information,Tony Webb minor counties collection,
