matchup,page,date,content_type,collection,record_id
Newtown v Parish Church Institute,26,18950831,match information,Tony Webb minor counties collection,
Adbury House v Newtown House,26,18950905,match information,Tony Webb minor counties collection,
Speen team information,26,18950912,team information,Tony Webb minor counties collection,
Speen player statistics,26,18950912,statistics,Tony Webb minor counties collection,
49th Regimental District CC team aggregates,27,18950000,statistics,Tony Webb minor counties collection,
49th Regimental District CC player statistics,27,18950000,statistics,Tony Webb minor counties collection,
Royal Berks Seed Establishment,27,18950000,team information,Tony Webb minor counties collection,
Royal Berks Seed Establishment Cricket Club player statistics,27,18950000,statistics,Tony Webb minor counties collection,
Biscuit Factory,27,18950000,team information,Tony Webb minor counties collection,
Biscuit Factory Cricket Club player statistics,27,18950000,statistics,Tony Webb minor counties collection,
Royal Berks Seed Establishment team aggregates,28,18950000,statistics,Tony Webb minor counties collection,
Royal Berks Seed Establishment player statistics,28,18950000,statistics,Tony Webb minor counties collection,
Sunningdale School match list,28,18950000,team information,Tony Webb minor counties collection,
Sunningdale School player statistics,28,18950000,statistics,Tony Webb minor counties collection,
Biscuit Factory team aggregates,28,18950000,statistics,Tony Webb minor counties collection,
Biscuit Factory player statistics,28,18950000,statistics,Tony Webb minor counties collection,
Heckfield v Major Mildmay's XI,28,18950910,match information,Tony Webb minor counties collection,
St John's Sunday School Teachers v St Stephen's Sunday School Teachers,28,18950918,match information,Tony Webb minor counties collection,
Reading Police v Reading Corporation Officials,28,18950914,match information,Tony Webb minor counties collection,
Lechlade,29,18951031,team information,Tony Webb minor counties collection,
Lechlade Cricket Club player statistics,29,18950000,statistics,Tony Webb minor counties collection,
Maidenhead team aggregates,30,18950000,statistics,Tony Webb minor counties collection,
Maidenhead player statistics,30,18950000,statistics,Tony Webb minor counties collection,
Brecon v Llandovery,31,18950821,match information,Tony Webb minor counties collection,
Chalfont Park v Beaconsfield,32,18950713,match information,Tony Webb minor counties collection,
Cadmore v Radnage,32,18950713,match information,Tony Webb minor counties collection,
Amersham v Coleshill,32,18950713,match information,Tony Webb minor counties collection,
Burnham v Boyn Hill,32,18950713,match information,Tony Webb minor counties collection,
Bradenham v Bledlow Ridge,32,18950713,match information,Tony Webb minor counties collection,
Wycombe,32,18950719,newspaper cuttings,Tony Webb minor counties collection,
High Wycombe v Mr E Stevens XI,33,18950803,match information,Tony Webb minor counties collection,
Wycombe Alexandra v Brethoven,33,18950805,match information,Tony Webb minor counties collection,
Burnham v Flackwell Heath,33,18950803,match information,Tony Webb minor counties collection,
Bayners XI v Permanent Staff Of The Second Batt Oxford Light Infantry,33,18950805,match information,Tony Webb minor counties collection,
Mr J Grenfell XI v Beaconsfield,33,18950805,match information,Tony Webb minor counties collection,
Mr Berkley XI v Mr Greaves XI,33,18950800,match information,Tony Webb minor counties collection,
Wycombe Church Room v Wheeler End,33,18950805,match information,Tony Webb minor counties collection,
Hazlemere United v Cadmore End,33,18950805,match information,Tony Webb minor counties collection,
Amersham UCC v Harlesden,33,18950805,match information,Tony Webb minor counties collection,
St Marks Choir Bourne End v Little Marlow,33,18950805,match information,Tony Webb minor counties collection,
Alexandra Second XI v Primitive Methodists,33,18950803,match information,Tony Webb minor counties collection,
Marlow v Oriel,33,18950805,match information,Tony Webb minor counties collection,
Saturday fixtures,33,18950810,fixture information,Tony Webb minor counties collection,
Wycombe v Oriel,34,18950806,match information,Tony Webb minor counties collection,
Gerrards Cross v Osborne Stevens And Co,34,18950731,match information,Tony Webb minor counties collection,
Great Hampden v Old Northeyites,34,18950807,match information,Tony Webb minor counties collection,
Wycombe YMCA v Mr A Gray XI,34,18950805,match information,Tony Webb minor counties collection,
Wycombe Marsh PL,34,18950730,organisation information,Tony Webb minor counties collection,
Chalfont Park v St Silas London,34,18950806,match information,Tony Webb minor counties collection,
Burnham v Postal Telegraphs London,34,18950805,match information,Tony Webb minor counties collection,
Taplow Station v Baylston Square,34,18950803,match information,Tony Webb minor counties collection,
Colham Green v Gerrards Cross,34,18950800,match information,Tony Webb minor counties collection,
Church Institute v Gayhurst,35,18950801,match information,Tony Webb minor counties collection,
Parish Church v Penny Stratford S Martin,35,18950803,match information,Tony Webb minor counties collection,
Parish Church v Moulsoe,35,18950805,match information,Tony Webb minor counties collection,
Gayhurst v Tyringham,35,18950808,match information,Tony Webb minor counties collection,
Stantonbury St James v Stoke Stratford Mutual,35,18950802,match information,Tony Webb minor counties collection,
Flackwell Heath Second XI v Little Marlow,36,18950810,match information,Tony Webb minor counties collection,
Marlow v High Wycombe,36,18950810,match information,Tony Webb minor counties collection,
Wycombe Reserves v West Wycombe,36,18950810,match information,Tony Webb minor counties collection,
Blythewood v Cippenham,36,18950810,match information,Tony Webb minor counties collection,
Cippenham v Carlton,36,18950805,match information,Tony Webb minor counties collection,
Taplow Station v Reading Temperance Forward,36,18950810,match information,Tony Webb minor counties collection,
Stokechurch v Shiremill,37,18950806,match information,Tony Webb minor counties collection,
Boyn Hill v Bisham,37,18950810,match information,Tony Webb minor counties collection,
Fine Apple v King's Head,37,18950805,match information,Tony Webb minor counties collection,
Mr Quarterman's Firm v Mr R Ford's Firm,37,18950808,match information,Tony Webb minor counties collection,
Colehill v St Margaret's,37,18950810,match information,Tony Webb minor counties collection,
Long Crendon v Biston,37,18950807,match information,Tony Webb minor counties collection,
Great Kingshill v Lane End,37,18950817,fixture information,Tony Webb minor counties collection,
Wycombe Reserves v West Wycombe,38,18950824,match information,Tony Webb minor counties collection,
High Wycombe v Wooburn Institute,38,18950824,match information,Tony Webb minor counties collection,
Burnham v Taplow Station,38,18950824,match information,Tony Webb minor counties collection,
Maidenhead v Cippenham,38,18950824,match information,Tony Webb minor counties collection,
Blythewood v Burnham Priory,38,18950824,match information,Tony Webb minor counties collection,
Marlow v Mr J Monro Walker's XI,38,18950824,match information,Tony Webb minor counties collection,
Wycombe Church Room v Wycombe St John's,38,18950824,match information,Tony Webb minor counties collection,
Wycombe Bells v Wanderers V Holloway's Boot Operatives O C,38,18950824,match information,Tony Webb minor counties collection,
Gerrards Cross v Flackwell Heath,38,18950824,match information,Tony Webb minor counties collection,
Speen v Ickenham,38,18950800,match information,Tony Webb minor counties collection,
Gerrards Cross v Amersham,38,18950822,match information,Tony Webb minor counties collection,
Wycombe YMCA v Wycombe Primitives,39,18950824,match information,Tony Webb minor counties collection,
Beaconsfield v Stoke Green,39,18950824,match information,Tony Webb minor counties collection,
Four Veterans v Four Juniors,39,18950826,match information,Tony Webb minor counties collection,
Great Kingshill v Pine Apple,39,18950824,match information,Tony Webb minor counties collection,
W Pearce XI v Southall,39,18950824,match information,Tony Webb minor counties collection,
Great Missenden v Lee Common,39,18950822,match information,Tony Webb minor counties collection,
Mr Collins Class v Booker Temperance,39,18950824,match information,Tony Webb minor counties collection,
Master H Penton XI v Hedgerley Home,39,18950823,match information,Tony Webb minor counties collection,
Hillingdon v Chalfont Park,39,18950824,match information,Tony Webb minor counties collection,
Penn Street v Cholesbury,39,18950824,match information,Tony Webb minor counties collection,
Cookham Dean v Little Marlow,39,18950824,match information,Tony Webb minor counties collection,
Barton v Grantchester,40,18950727,match information,Tony Webb minor counties collection,
Burnt Fen v Prickwillow,40,18950729,match information,Tony Webb minor counties collection,
Willingham v YMCA Cambridge,40,18950727,match information,Tony Webb minor counties collection,
Old Higher Grade v Sawston,40,18950727,match information,Tony Webb minor counties collection,
Liberals v Ainsworth,40,18950727,match information,Tony Webb minor counties collection,
Sutton v Haddenham,40,18950727,match information,Tony Webb minor counties collection,
Married v Single,40,18950730,match information,Tony Webb minor counties collection,
Cambridge,41,18950803,newspaper cuttings,Tony Webb minor counties collection,
Histon And Impington v Old Higher Grade,41,18950800,match information,Tony Webb minor counties collection,
Cambridge Town Council v County Council,42,18950815,match information,Tony Webb minor counties collection,
Professors & Demonstrators v Assistants,42,18950810,match information,Tony Webb minor counties collection,
County v Borough Police,43,18950807,match information,Tony Webb minor counties collection,
Trinity College Knockabouts v Grantchester,43,18950803,match information,Tony Webb minor counties collection,
Kumar Shri Ranjitsinhji,43,18950810,biography,Tony Webb minor counties collection,
Cambridge,43,18950810,newspaper cuttings,Tony Webb minor counties collection,
New Chesterton Juniors v Liberal Second XI,44,18950829,match information,Tony Webb minor counties collection,
Camden v St Giles,44,18950829,match information,Tony Webb minor counties collection,
Liberals v St Giles,45,18950907,match information,Tony Webb minor counties collection,
Sawston Institute v Anchor,45,18950907,match information,Tony Webb minor counties collection,
Cambridge Borough Police v Cambs County Police,45,18950911,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield,46,18950615,match information,Tony Webb minor counties collection,
Levenshulme Second XI v Macclesfield Second XI,46,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth,46,18950615,match information,Tony Webb minor counties collection,
Langley v Lane End,46,18950615,match information,Tony Webb minor counties collection,
Stockport Second XI v Werneth Second XI,46,18950615,match information,Tony Webb minor counties collection,
Great Moor v Hazel Grove,46,18950615,match information,Tony Webb minor counties collection,
Bramhall v Bowdon Second XI,46,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey Third XI v South Manchester Second XI,46,18950615,match information,Tony Webb minor counties collection,
Wood-Lanes v Poynton Second XI,46,18950615,match information,Tony Webb minor counties collection,
Bollington v Huxton,46,18950615,match information,Tony Webb minor counties collection,
Cheadle Hulme v Brooklands,46,18950615,match information,Tony Webb minor counties collection,
Fulshaw v Cheadle,46,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey v South Manchester,46,18950615,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield,47,18950615,match information,Tony Webb minor counties collection,
Levenshulme Second XI v Macclesfield Second XI,47,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth,47,18950615,match information,Tony Webb minor counties collection,
Langley v Leek Highfield,47,18950615,match information,Tony Webb minor counties collection,
Stockport Second XI v Werneth Second XI,47,18950615,match information,Tony Webb minor counties collection,
Great Moor v Hazel Grove,47,18950615,match information,Tony Webb minor counties collection,
Bramall v Bowdon Second XI,47,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey Second XI v South Manchester Second XI,47,18950615,match information,Tony Webb minor counties collection,
Woodlands Adlington v Poynton Second XI,47,18950615,match information,Tony Webb minor counties collection,
Bollington v Buxton,47,18950615,match information,Tony Webb minor counties collection,
Cheadle Hulme v Brooklands,47,18950615,match information,Tony Webb minor counties collection,
Fulshaw v Cheadle,47,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey v South Manchester,47,18950615,match information,Tony Webb minor counties collection,
Ormskirk v Leyland,48,,match information,Tony Webb minor counties collection,
Warrington v Broughton,48,,match information,Tony Webb minor counties collection,
West Derby v Southport,48,,match information,Tony Webb minor counties collection,
Garston v Liverpool Second XI,48,,match information,Tony Webb minor counties collection,
Old Xaverians v Barnett,48,,match information,Tony Webb minor counties collection,
Birkenhead Victoria v Spital,48,,match information,Tony Webb minor counties collection,
Castleton v Stockport,49,18950727,match information,Tony Webb minor counties collection,
St Thomas' Athletic v Norbury Second XI,49,18950727,match information,Tony Webb minor counties collection,
Mr G H Lloyd's XI v Cheadle,49,18950727,match information,Tony Webb minor counties collection,
Reddish Vale v Denton Wesleyans,49,18950727,match information,Tony Webb minor counties collection,
Phoenix v Manchester South End,49,18950727,match information,Tony Webb minor counties collection,
Hollington v Heaton Mersey,49,18950727,match information,Tony Webb minor counties collection,
Urmston v Bramhall,49,18950727,match information,Tony Webb minor counties collection,
Macclesfield v Poynton,49,18950727,match information,Tony Webb minor counties collection,
St Matthew's v Hanover Second XI,49,18950727,match information,Tony Webb minor counties collection,
Lancaster Hill S S v Haughton Wesleyans First XI,49,18950727,match information,Tony Webb minor counties collection,
Stockport Great Moor v Strines,49,18950727,match information,Tony Webb minor counties collection,
Stockport Congregational v Reddish St Elizabeth's,49,18950727,match information,Tony Webb minor counties collection,
Alderley Edge Victoria v Chadle Wesleyans,50,,match information,Tony Webb minor counties collection,
Reddish St Joseph's v Union-Street Hyde,50,18950727,match information,Tony Webb minor counties collection,
Heaton Moor Wesleyans v Patricroft Wesleyans,50,,match information,Tony Webb minor counties collection,
Brinksway Sunday School v Meadow,50,,match information,Tony Webb minor counties collection,
Styal v Beswick Royal,50,18950727,match information,Tony Webb minor counties collection,
Castleton v Stockport,50,18950727,match information,Tony Webb minor counties collection,
St Thomas' Athletic v Norbury Second XI,50,18950727,match information,Tony Webb minor counties collection,
Mr G H Ling's XI v Cheshire,50,,match information,Tony Webb minor counties collection,
Reddish Vale v Denton Wesleyans,50,,match information,Tony Webb minor counties collection,
Phoenix v Manchester South End,50,,match information,Tony Webb minor counties collection,
Bollington v Heaton Mersey,50,,match information,Tony Webb minor counties collection,
Urmston v Bramall,50,,match information,Tony Webb minor counties collection,
Macclesfield v Poynton,50,,match information,Tony Webb minor counties collection,
St Matthew's v Hanover Second XI,50,,match information,Tony Webb minor counties collection,
Stockport Congregational v Reddish St Elisabeth's,50,18950727,match information,Tony Webb minor counties collection,
Lancashire Hill SS v Haughton Wesleyans First XI,50,,match information,Tony Webb minor counties collection,
Stockport Great Moor v Sirines,50,18950727,match information,Tony Webb minor counties collection,
Macclesfield v Lever-Daulby,51,18950800,match information,Tony Webb minor counties collection,
Bollington v Sandbach,51,18950800,match information,Tony Webb minor counties collection,
Bollington Second XI v Bugsworth,51,18950800,match information,Tony Webb minor counties collection,
Hazel Grove v Hazel Grove Tradesmen,51,18950800,match information,Tony Webb minor counties collection,
Stockport v Little Lever,51,18950800,match information,Tony Webb minor counties collection,
Bramall First XI v Stockport Second XI,51,18950800,match information,Tony Webb minor counties collection,
Cheadle Hulme v Hale Second XI,51,18950800,match information,Tony Webb minor counties collection,
Kersal v Heaton Mersey,51,18950800,match information,Tony Webb minor counties collection,
Lancashire-Hill Second XI v Stockport Lads' Club First XI,51,18950800,match information,Tony Webb minor counties collection,
Hanover Second XI v Heywood's Excelsior Second XI,51,18950800,match information,Tony Webb minor counties collection,
Phoenix v Marsters,51,18950800,match information,Tony Webb minor counties collection,
St Joseph's Handen v St Thomas' Hyde,51,18950810,match information,Tony Webb minor counties collection,
Stockport v Great Moor,51,18950800,match information,Tony Webb minor counties collection,
Macclesfield v Lavenshulme,52,18950816,match information,Tony Webb minor counties collection,
Bollington v Sandbach,52,18950816,match information,Tony Webb minor counties collection,
Bollington Second XI v Bosworth,52,18950816,match information,Tony Webb minor counties collection,
Hazel Grove v Hazel Grove Tradesmen,52,18950816,match information,Tony Webb minor counties collection,
Stockport v Little Lever,52,18950816,match information,Tony Webb minor counties collection,
Bramall First v Stockport Second,52,18950816,match information,Tony Webb minor counties collection,
Hazel Grove v Poynton,52,18950812,match information,Tony Webb minor counties collection,
Chadle Hulme v Sale Second XI,52,18950816,match information,Tony Webb minor counties collection,
Kersal v Hanover Mersey,52,18950816,match information,Tony Webb minor counties collection,
Lancashire-Hill Second v Stockport Lads' Club First,52,18950816,match information,Tony Webb minor counties collection,
Hanover Second v Heywood's Excelsior Second,52,18950816,match information,Tony Webb minor counties collection,
Phoenix v Martinrigg,52,18950816,match information,Tony Webb minor counties collection,
St Joseph's Reddish v St Thomas' Hyde,52,18950810,match information,Tony Webb minor counties collection,
Stockport v Great Moor,52,18950816,match information,Tony Webb minor counties collection,
New Mills Tradesmen v Stockport Post Office,52,18950813,match information,Tony Webb minor counties collection,
Sale v Chadle Hulme,52,18950816,match information,Tony Webb minor counties collection,
Poynton United v Wood Lane Addington,52,18950816,match information,Tony Webb minor counties collection,
Poynton Second v Great Moor Second,52,18950816,match information,Tony Webb minor counties collection,
Stockport v Werneth,53,18950817,match information,Tony Webb minor counties collection,
Bollington v Alderley Edge,53,18950817,match information,Tony Webb minor counties collection,
Manchester v Cheshire Rolling,53,18950817,match information,Tony Webb minor counties collection,
Lindow v Cheadle Wesleyans,53,18950817,match information,Tony Webb minor counties collection,
Langley v Crossley,53,18950817,match information,Tony Webb minor counties collection,
Grey Horse v New Zealand Chief,53,18950817,match information,Tony Webb minor counties collection,
Harpurhey BS v Haslingden Wesleyans Second XI,53,18950817,match information,Tony Webb minor counties collection,
Lancashire-Hill BS v Harpurhey Wesleyans,53,18950817,match information,Tony Webb minor counties collection,
Ashton v Heaton Mersey,53,18950817,match information,Tony Webb minor counties collection,
Hollinwood v Marple,53,18950817,match information,Tony Webb minor counties collection,
Ormskirk v The Park,54,18950817,match information,Tony Webb minor counties collection,
Oxton v Huyton,54,18950817,match information,Tony Webb minor counties collection,
