matchup,page,date,content_type,collection,record_id
Sutton's A XI v Culham,13,18950522,match information,Tony Webb minor counties collection,
Sutton's B XI v Grazeley and Spencer's Wood Institute,13,18950522,match information,Tony Webb minor counties collection,
Oxford-Road v Caversham House,13,18950515,match information,Tony Webb minor counties collection,
Temperance Forwards v St Andrew's,13,18950518,match information,Tony Webb minor counties collection,
Claremont v Granville,13,18950518,match information,Tony Webb minor counties collection,
Kendrick School v Caversham St John's,14,18950518,match information,Tony Webb minor counties collection,
Sonning v Caversham,14,18950518,match information,Tony Webb minor counties collection,
Wokingham Excelsior v Woodley,14,18950518,match information,Tony Webb minor counties collection,
Abbey Wharf v Caversham B XI,14,18950518,match information,Tony Webb minor counties collection,
Trinity Congregational v Thames Bank Iron Works,14,18950518,match information,Tony Webb minor counties collection,
All Saints' v Boys' Brigade Second Wokingham Company Second XI,14,18950518,match information,Tony Webb minor counties collection,
Christ Church v Wycliffe,14,18950518,match information,Tony Webb minor counties collection,
Heath End v Caversham Free Church,14,18950518,match information,Tony Webb minor counties collection,
Swallowfield Park v Eversley,14,18950518,match information,Tony Webb minor counties collection,
Reading Wednesday v Shinfield,14,18950522,match information,Tony Webb minor counties collection,
Reading Co-operative v Aldworth,15,18950522,match information,Tony Webb minor counties collection,
Earley St Peter's v Shinfield,15,18950518,match information,Tony Webb minor counties collection,
Kidmore v Tilehurst,15,18950518,match information,Tony Webb minor counties collection,
Kendrick School v Sutton's Juniors,15,18950522,match information,Tony Webb minor counties collection,
London-Street Institute v Post Office,15,18950522,match information,Tony Webb minor counties collection,
Blue Coat School v St Giles' Brigade,15,18950518,match information,Tony Webb minor counties collection,
Cold Ash v Chieveley,15,18950000,match information,Tony Webb minor counties collection,
British School v St Mary's School,15,18950000,match information,Tony Webb minor counties collection,
Broad-Street United v St Lawrence's,15,18950518,match information,Tony Webb minor counties collection,
Oxford-Road v St John's,15,18950518,match information,Tony Webb minor counties collection,
Biscuit Factory B XI v White Cross,17,18950727,match information,Tony Webb minor counties collection,
Avondale v Co-Operative,17,18950731,match information,Tony Webb minor counties collection,
Reading v Reading School,17,18950731,match information,Tony Webb minor counties collection,
Reading v Abingdon,17,18950727,match information,Tony Webb minor counties collection,
Reading Wednesday v Dormer's XI,17,18950731,match information,Tony Webb minor counties collection,
Aldermaston v Mortimer,17,18950727,match information,Tony Webb minor counties collection,
Guildhall v Hungerford,17,18950731,match information,Tony Webb minor counties collection,
Theale v Englefield,17,18950727,match information,Tony Webb minor counties collection,
Heath End v Mcilroy's,17,18950801,match information,Tony Webb minor counties collection,
Heath End v St Laurence's,17,18950727,match information,Tony Webb minor counties collection,
Maiden Erleigh v Reading,17,18950729,match information,Tony Webb minor counties collection,
Oxford-Road v Wycliffe,17,18950727,match information,Tony Webb minor counties collection,
Highclere Castle v Hampshire Hogs,17,18950730,match information,Tony Webb minor counties collection,
Guildhall v Newtown,17,18950727,match information,Tony Webb minor counties collection,
Reading v Marylebone,18,18950800,match information,Tony Webb minor counties collection,
Reading v C E Keymer's XI,18,18950806,match information,Tony Webb minor counties collection,
W Howard Palmer's XI v Reading,18,18950807,match information,Tony Webb minor counties collection,
Maiden Erleigh v Free Foresters,19,18950802,match information,Tony Webb minor counties collection,
Maiden Erleigh v Aldershot Division,19,18950803,match information,Tony Webb minor counties collection,
Sutton's Juniors v Sullhamstead Juniors,19,18950807,match information,Tony Webb minor counties collection,
T W Girdlestone's XI v Girdlestones Charterhouse,19,18950731,match information,Tony Webb minor counties collection,
Reading v Abingdon,20,18950817,match information,Tony Webb minor counties collection,
Thames Bank v Abbey Wharf,20,18950817,match information,Tony Webb minor counties collection,
Thames Bank v Reading Borough Police,20,18950820,match information,Tony Webb minor counties collection,
Biscuit Factory v Wokingham,20,18950817,match information,Tony Webb minor counties collection,
Biscuit Factory B XI v Causton's Athletic London,20,18950817,match information,Tony Webb minor counties collection,
London-Strey Institute v Co-Operative,20,18950821,match information,Tony Webb minor counties collection,
South Reading v Stoke Row,20,18950817,match information,Tony Webb minor counties collection,
Gentlemen of Berkshire v C D Rose's XI,20,18950816,match information,Tony Webb minor counties collection,
Ayondale v Oxford-Road,20,18950821,match information,Tony Webb minor counties collection,
Heath End v Ipsden,20,18950817,match information,Tony Webb minor counties collection,
Wycliffe v Christchurch,20,18950817,match information,Tony Webb minor counties collection,
Newbury v C E Keyser's XI,20,18950816,match information,Tony Webb minor counties collection,
Guildhall v Newtown,21,18950817,match information,Tony Webb minor counties collection,
Parish Church Institute v Highclere,21,18950817,match information,Tony Webb minor counties collection,
Speen v Burghclere,21,18950817,match information,Tony Webb minor counties collection,
Lambourn v Hungerford,21,18950816,match information,Tony Webb minor counties collection,
Burghclere v Asbury House,21,18950821,match information,Tony Webb minor counties collection,
Burghclere Boys v Highclere Boys,21,18950819,match information,Tony Webb minor counties collection,
East Woodhay v Stockcross,21,18950821,match information,Tony Webb minor counties collection,
Wantage v Andington,21,18950822,match information,Tony Webb minor counties collection,
A W Baker's Hagbourne Team v A F Clarke's Wantage Team,21,18950817,match information,Tony Webb minor counties collection,
Gentlemen of Berkshire v C D Rose's XI,22,18950817,match information,Tony Webb minor counties collection,
Biscuit Factory A XI v Wokingham,22,18950817,match information,Tony Webb minor counties collection,
Biscuit Factory B XI v Causton's Athletic,22,18950817,match information,Tony Webb minor counties collection,
Thames Bank Ironworks v Abbey Wharf,22,18950817,match information,Tony Webb minor counties collection,
Thames Bank Iron Works v Honour Police,22,18950820,match information,Tony Webb minor counties collection,
Aldermaston Juniors v Padworth Juniors,23,18950821,match information,Tony Webb minor counties collection,
Sutton's Juniors v P Sutton's XI,23,18950821,match information,Tony Webb minor counties collection,
Mr Shepherd's XL v Woolley Park,26,18950911,match information,Tony Webb minor counties collection,
Inkpen v Falkland,26,18950000,match information,Tony Webb minor counties collection,
Stockcross v Chilterny,26,18950907,match information,Tony Webb minor counties collection,
Lambourn v Chilton,26,18950907,match information,Tony Webb minor counties collection,
Southington v A Kingsmill's XII,26,18950000,match information,Tony Webb minor counties collection,
Silchester v Stratfieldsaye,26,18950000,match information,Tony Webb minor counties collection,
Buckingham v Newtown,26,18950000,match information,Tony Webb minor counties collection,
Adbury House v Newtown House,26,18950905,match information,Tony Webb minor counties collection,
Milfield v A Sutton's XI,26,18950907,match information,Tony Webb minor counties collection,
Heckfield v Major Mildmay's XI,28,18950910,match information,Tony Webb minor counties collection,
St John's Sunday School Teachers v St Stephen's Sunday School Teachers,28,18950918,match information,Tony Webb minor counties collection,
Reading Police v Reading Corporation Officials,28,18950914,match information,Tony Webb minor counties collection,
Brecon v Llandovery,31,18950828,match information,Tony Webb minor counties collection,
Chalfont Park v Beaconsfield,32,18950713,match information,Tony Webb minor counties collection,
Cadmore v Radnage,32,18950713,match information,Tony Webb minor counties collection,
Amersham v Coleshill,32,18950713,match information,Tony Webb minor counties collection,
Burnham v Boyn Hill,32,18950713,match information,Tony Webb minor counties collection,
Bradenham v Bledlow Ridge,32,18950713,match information,Tony Webb minor counties collection,
High Wycombe v E Stevens' XI,33,18950803,match information,Tony Webb minor counties collection,
Wycombe Alexandra v Brethoven,33,18950805,match information,Tony Webb minor counties collection,
Burnham v Flackwell Heath,33,18950803,match information,Tony Webb minor counties collection,
Bayners XI v Permanent Staff Of The Second Batt Oxford Light Infantry,33,18950805,match information,Tony Webb minor counties collection,
J Grenfell's XI v Beaconsfield,33,18950805,match information,Tony Webb minor counties collection,
Berkley's XI v Greaves' XI,33,18950800,match information,Tony Webb minor counties collection,
Wycombe Church Room v Wheeler End,33,18950805,match information,Tony Webb minor counties collection,
Hazlemere United v Cadmore End,33,18950805,match information,Tony Webb minor counties collection,
Amersham UCC v Harlesden,33,18950805,match information,Tony Webb minor counties collection,
St Mark's Choir Bourne End v Little Marlow,33,18950805,match information,Tony Webb minor counties collection,
Alexandra Second v Primitive Methodists,33,18950803,match information,Tony Webb minor counties collection,
Marlow v Oriel,33,18950805,match information,Tony Webb minor counties collection,
Wycombe v Oriel,34,18950806,match information,Tony Webb minor counties collection,
Great Hampden v Old Northeyites,34,18950807,match information,Tony Webb minor counties collection,
Wycombe YMCA v A Gray's XI,34,18950805,match information,Tony Webb minor counties collection,
Church Institute v Gayhurst,35,18950801,match information,Tony Webb minor counties collection,
Parish Church v Penny Stratford S Martin,35,18950803,match information,Tony Webb minor counties collection,
Parish Church v Moulsoe,35,18950805,match information,Tony Webb minor counties collection,
Gayhurst v Tyringham,35,18950808,match information,Tony Webb minor counties collection,
Stantonbury St James v Stoke Stratford Mutual,35,18950802,match information,Tony Webb minor counties collection,
Flackwell Heath 2nd XI v Little Marlow,36,18950810,match information,Tony Webb minor counties collection,
Marlow v High Wycombe,36,18950810,match information,Tony Webb minor counties collection,
Wycombe Reserves v West Wycombe,36,18950810,match information,Tony Webb minor counties collection,
Blythewood v Cippenham,36,18950810,match information,Tony Webb minor counties collection,
Cippenham v Carlton,36,18950805,match information,Tony Webb minor counties collection,
Taplow Station v Reading Temperance Forward,36,18950810,match information,Tony Webb minor counties collection,
Stokechurch v Shiremill,37,18950806,match information,Tony Webb minor counties collection,
Boyn Hill v Bisham,37,18950810,match information,Tony Webb minor counties collection,
Fine Apple v King's Head,37,18950805,match information,Tony Webb minor counties collection,
Quarterman's Firm v R Ford's Firm,37,18950808,match information,Tony Webb minor counties collection,
Colehill v St Margaret's,37,18950810,match information,Tony Webb minor counties collection,
Long Crendon v Biston,37,18950807,match information,Tony Webb minor counties collection,
Wycombe Reserves v West Wycombe,38,18950824,match information,Tony Webb minor counties collection,
High Wycombe v Wooburn Institute,38,18950824,match information,Tony Webb minor counties collection,
Burnham v Taplow Station,38,18950824,match information,Tony Webb minor counties collection,
Maidenhead v Cippenham,38,18950824,match information,Tony Webb minor counties collection,
Blythewood v Burnham Priory,38,18950824,match information,Tony Webb minor counties collection,
Marlow v J Monro Walker's XI,38,18950824,match information,Tony Webb minor counties collection,
Wycombe Church Room v Wycombe St John's,38,18950824,match information,Tony Webb minor counties collection,
Wycombe Bells v Wanderers V Holloway's Boot Operatives,38,18950824,match information,Tony Webb minor counties collection,
Gerrards Cross v Flackwell Heath,38,18950824,match information,Tony Webb minor counties collection,
Speen v Ickenham,38,18950800,match information,Tony Webb minor counties collection,
Gerrards Cross v Amersham,38,18950822,match information,Tony Webb minor counties collection,
Wycombe YMCA v Wycombe Primitives,39,18950824,match information,Tony Webb minor counties collection,
Beaconsfield v Stoke Green,39,18950824,match information,Tony Webb minor counties collection,
Four Veterans v Four Juniors,39,18950826,match information,Tony Webb minor counties collection,
Great Kingshill v Pine Apple,39,18950824,match information,Tony Webb minor counties collection,
W Pearce's XI v Southall,39,18950824,match information,Tony Webb minor counties collection,
Great Missenden v Lee Common,39,18950822,match information,Tony Webb minor counties collection,
Collins' Class v Booker Temperance,39,18950824,match information,Tony Webb minor counties collection,
Master H Penton's XI v Hedgerley Home,39,18950823,match information,Tony Webb minor counties collection,
Hillingdon v Chalfont Park,39,18950824,match information,Tony Webb minor counties collection,
Penn Street v Cholesbury,39,18950824,match information,Tony Webb minor counties collection,
Cookham Dean v Little Marlow,39,18950824,match information,Tony Webb minor counties collection,
Barton v Grantchester,40,18950727,match information,Tony Webb minor counties collection,
Burnt Fen v Prickwillow,40,18950729,match information,Tony Webb minor counties collection,
Willingham v YMCA Cambridge,40,18950727,match information,Tony Webb minor counties collection,
Old Higher Grade v Sawston,40,18950727,match information,Tony Webb minor counties collection,
Liberals v Ainsworth,40,18950727,match information,Tony Webb minor counties collection,
Sutton v Haddenham,40,18950727,match information,Tony Webb minor counties collection,
Married v Single,40,18950730,match information,Tony Webb minor counties collection,
Histon and Impington v Old Higher Grade,41,18950800,match information,Tony Webb minor counties collection,
Cambridge Town Council v County Council,42,18950815,match information,Tony Webb minor counties collection,
Professors and Demonstrators v Assistants,42,18950810,match information,Tony Webb minor counties collection,
County v Borough Police,43,18950807,match information,Tony Webb minor counties collection,
Trinity College Knockabouts v Grantchester,43,18950803,match information,Tony Webb minor counties collection,
New Chesterton Juniors Second XI v Liberal,44,18950829,match information,Tony Webb minor counties collection,
Camden v St Giles,44,18950829,match information,Tony Webb minor counties collection,
Liberals v St Giles,45,18950907,match information,Tony Webb minor counties collection,
Sawston Institute v Anchor,45,18950907,match information,Tony Webb minor counties collection,
Cambridge Borough Police v Cambs County Police,45,18950911,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield,46,18950615,match information,Tony Webb minor counties collection,
Levenshulme 2nd XI v Macclesfield 2nd XI,46,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth,46,18950615,match information,Tony Webb minor counties collection,
Langley v Lane End Highfield,46,18950615,match information,Tony Webb minor counties collection,
Stockport 2nd XI v Werneth 2nd XI,46,18950615,match information,Tony Webb minor counties collection,
Great Moor v Hazel Grove,46,18950615,match information,Tony Webb minor counties collection,
Bramhall v Bowdon 2nd XI,46,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey Third XI v South Manchester 2nd XI,46,18950615,match information,Tony Webb minor counties collection,
Wood-Lanes (Adlington) v Poynton 2nd XI,46,18950615,match information,Tony Webb minor counties collection,
Bollington Huxton,46,18950615,match information,Tony Webb minor counties collection,
Chesdale Hulme v Brooklands,46,18950615,match information,Tony Webb minor counties collection,
Fulshaw v Chesdale,46,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey v South Manchester,46,18950615,match information,Tony Webb minor counties collection,
Levenshulme v Macclesfield,47,18950615,match information,Tony Webb minor counties collection,
Levenshulme 2nd XI v Macclesfield 2nd XI,47,18950615,match information,Tony Webb minor counties collection,
Stockport v Werneth,47,18950615,match information,Tony Webb minor counties collection,
Langley v Leek Highfield,47,18950615,match information,Tony Webb minor counties collection,
Stockport 2nd XI v Werneth 2nd XI,47,18950615,match information,Tony Webb minor counties collection,
Great Moor v Hazel Grove,47,18950615,match information,Tony Webb minor counties collection,
Bramall v Bowdon 2nd XI,47,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey 2nd XI v South Manchester 2nd XI,47,18950615,match information,Tony Webb minor counties collection,
Woodlands Adlington v Poynton 2nd XI,47,18950615,match information,Tony Webb minor counties collection,
Bollington v Buxton,47,18950615,match information,Tony Webb minor counties collection,
Cheadle Hulme v Brooklands,47,18950615,match information,Tony Webb minor counties collection,
Fulshaw v Cheadle,47,18950615,match information,Tony Webb minor counties collection,
Heaton Mersey v South Manchester,47,18950615,match information,Tony Webb minor counties collection,
Ormskirk v Leyland,48,18950705,match information,Tony Webb minor counties collection,
Warrington v Broughton,48,18950705,match information,Tony Webb minor counties collection,
West Derby v Southport,48,18950705,match information,Tony Webb minor counties collection,
Garston v Liverpool 2nd XI,48,18950705,match information,Tony Webb minor counties collection,
St Thomas' Athletic v Norbury 2nd XI,49,18950729,match information,Tony Webb minor counties collection,
G H Lloyd's XI v Cheadle,49,18950729,match information,Tony Webb minor counties collection,
Rednish Vale v Denton Wesleyans,49,18950729,match information,Tony Webb minor counties collection,
Phoenix v Manchester South End,49,18950729,match information,Tony Webb minor counties collection,
Hollington v Heaton Mersey,49,18950729,match information,Tony Webb minor counties collection,
Urmston v Bramhall,49,18950729,match information,Tony Webb minor counties collection,
Macclesfield v Poynton,49,18950729,match information,Tony Webb minor counties collection,
St Matthew's v Hanover 2nd XI,49,18950729,match information,Tony Webb minor counties collection,
Lancaster Hill SS v Haughton Wesleyans 1st XI,49,18950729,match information,Tony Webb minor counties collection,
Stockport Great Moor v Strines,49,18950727,match information,Tony Webb minor counties collection,
Stockport Congregational v Reddish St Elizabeth's,49,18950727,match information,Tony Webb minor counties collection,
Alderley Edge Victoria v Chadle Wesleyans,50,18950800,match information,Tony Webb minor counties collection,
Raddish St Joseph's v Union-Street Hyde,50,18950727,match information,Tony Webb minor counties collection,
Heaton Moor Wesleyans v Patricroft Wesleyans,50,18950800,match information,Tony Webb minor counties collection,
Brinksway Sunday School v Meadow,50,18950800,match information,Tony Webb minor counties collection,
Styal v Beswick Royal,50,18950727,match information,Tony Webb minor counties collection,
St Thomas' Athletic v Norbury Second,50,18950800,match information,Tony Webb minor counties collection,
G H Ling's XI v Cheshire,50,18950800,match information,Tony Webb minor counties collection,
Reddish Vale v Denton Wesleyans,50,18950800,match information,Tony Webb minor counties collection,
Phoenix v Manchester South End,50,18950800,match information,Tony Webb minor counties collection,
Bollington v Heaton Mersey,50,18950800,match information,Tony Webb minor counties collection,
Urmston v Bramall,50,18950800,match information,Tony Webb minor counties collection,
Macclesfield v Poynton,50,18950800,match information,Tony Webb minor counties collection,
St Matthew's v Hanover Second,50,18950800,match information,Tony Webb minor counties collection,
Stockport Congregational v Raddish St Elisabeth's,50,18950727,match information,Tony Webb minor counties collection,
Lancashire Hill SS v Haughton Wesleyans First,50,18950800,match information,Tony Webb minor counties collection,
Stockport Great Moor v Sirines,50,18950727,match information,Tony Webb minor counties collection,
Macclesfield v Lever-Daulby,51,18950800,match information,Tony Webb minor counties collection,
Bollington v Sandbach,51,18950800,match information,Tony Webb minor counties collection,
Bollington 2nd XI v Bugsworth,51,18950800,match information,Tony Webb minor counties collection,
Hazel Grove v Hazel Grove Tradesmen,51,18950800,match information,Tony Webb minor counties collection,
Stockport v Little Lever,51,18950800,match information,Tony Webb minor counties collection,
Bramall 1st XI v Stockport 2nd XI,51,18950800,match information,Tony Webb minor counties collection,
Cheadle Hulme v Hale Second XI,51,18950800,match information,Tony Webb minor counties collection,
Kersal v Heaton Mersey,51,18950800,match information,Tony Webb minor counties collection,
Lancashire-Hill Second XI v Stockport Lads' Club First XI,51,18950800,match information,Tony Webb minor counties collection,
Hanover 2nd XI v Heywood's Excelsior 2nd XI,51,18950800,match information,Tony Webb minor counties collection,
Phoenix v Masters,51,18950800,match information,Tony Webb minor counties collection,
Stockport v Great Moor,51,18950800,match information,Tony Webb minor counties collection,
Macclesfield v Lavenshulme,52,18950800,match information,Tony Webb minor counties collection,
Bollington v Sandbach,52,18950800,match information,Tony Webb minor counties collection,
Bollington 2nd XI v Bosworth,52,18950800,match information,Tony Webb minor counties collection,
Hazel Grove v Hazel Grove Tradesmen,52,18950800,match information,Tony Webb minor counties collection,
Stockport v Little Lever,52,18950810,match information,Tony Webb minor counties collection,
Bramall 1st XI v Stockport 2nd XI,52,18950800,match information,Tony Webb minor counties collection,
Chadle Hulme v Sale Second Elevens,52,18950800,match information,Tony Webb minor counties collection,
Kersal v Hanover Mershy,52,18950800,match information,Tony Webb minor counties collection,
Lancashire-Hill Second XI v Stockport Lads' Club First XI,52,18950800,match information,Tony Webb minor counties collection,
Hanover 2nd XI v Heywood's Excelsior 2nd XI,52,18950800,match information,Tony Webb minor counties collection,
Phoenix v Martinrigg,52,18950800,match information,Tony Webb minor counties collection,
Stockport v Great Moor,52,18950800,match information,Tony Webb minor counties collection,
New Mills Tradesmen v Stockport Post Office,52,18950813,match information,Tony Webb minor counties collection,
Sale v Chadle Hulme,52,18950800,match information,Tony Webb minor counties collection,
Stockport v Werneth,53,18950817,match information,Tony Webb minor counties collection,
Bollington v Alderley Edge,53,18950800,match information,Tony Webb minor counties collection,
Manchester v Cheshire Rolling,53,18950800,match information,Tony Webb minor counties collection,
Lindow v Cheadle Wesleyans,53,18950817,match information,Tony Webb minor counties collection,
Langley v Crossley,53,18950800,match information,Tony Webb minor counties collection,
Grey Horse v New Zealand Chief,53,18950817,match information,Tony Webb minor counties collection,
Harpurhey BS v Haslingden Wesleyans Second Team,53,18950800,match information,Tony Webb minor counties collection,
Lancashire-Hill BS v Harpurhey Wesleyans,53,18950800,match information,Tony Webb minor counties collection,
Ashton v Heaton Mersey,53,18950800,match information,Tony Webb minor counties collection,
Hollinwood v Mamle,53,18950800,match information,Tony Webb minor counties collection,
Oxton v Huyton,54,18950817,match information,Tony Webb minor counties collection,
Liverpool v Rock Ferry,54,18950817,match information,Tony Webb minor counties collection,
Victoria v New Brighton,54,18950817,match information,Tony Webb minor counties collection,
Bromboro Pool v Police,54,18950817,match information,Tony Webb minor counties collection,
The Park v Victoria,54,18950821,match information,Tony Webb minor counties collection,
New Brighton v Liverpool,54,18950821,match information,Tony Webb minor counties collection,
Cheshire v Worcestershire,54,18950800,match information,Tony Webb minor counties collection,
Wynne's XI v Griffith's XI,54,18950817,match information,Tony Webb minor counties collection,
Neston and District v Kirkdale Wesleyans,54,18950817,match information,Tony Webb minor counties collection,
Port Sunlight v Helsby,54,18950824,match information,Tony Webb minor counties collection,
Spital v Boughton Hall,54,18950817,match information,Tony Webb minor counties collection,
Woodland v Kingsley,54,18950819,match information,Tony Webb minor counties collection,
St Mary's v Tranmere Wesley,54,18950817,match information,Tony Webb minor counties collection,
Helsby v Port Sunlight,55,18950817,match information,Tony Webb minor counties collection,
St Mary's Second v Tranmere Wesley Second,55,18950817,match information,Tony Webb minor counties collection,
Birkenhead Park v Ormskirk,55,18950800,match information,Tony Webb minor counties collection,
Bebington Bible Class v St John's Second,55,18950817,match information,Tony Webb minor counties collection,
Woodland v Kingsley,55,18950819,match information,Tony Webb minor counties collection,
Neston and District v Kirkdale Wesleyans,55,18950817,match information,Tony Webb minor counties collection,
All Saints' v Comet,55,18950817,match information,Tony Webb minor counties collection,
Birkenhead St Mary's v Tranmere Wesley,55,18950817,match information,Tony Webb minor counties collection,
Birkenhead Victoria v New Brighton,55,18950800,match information,Tony Webb minor counties collection,
Wallasey v Northern 2nd XI,55,18950800,match information,Tony Webb minor counties collection,
New Brighton A XI v Aigburth,55,18950800,match information,Tony Webb minor counties collection,
Liverpool v Rock Ferry,55,18950800,match information,Tony Webb minor counties collection,
Oxton v Huyton,55,18950800,match information,Tony Webb minor counties collection,
Spital v Boughton Hall,55,18950800,match information,Tony Webb minor counties collection,
Liverpool v Rock Ferry (second Elevens),55,18950800,match information,Tony Webb minor counties collection,
Bromborough Pool v Birkenhead Police,55,18950817,match information,Tony Webb minor counties collection,
Dawpool v Laird's Bros Draughtsmen,55,18950817,match information,Tony Webb minor counties collection,
Stockport v Cheadle Hulme,56,18950824,match information,Tony Webb minor counties collection,
Reddish Vale v R P Hammond's Team,56,18950824,match information,Tony Webb minor counties collection,
Lane End Second XI v St Thomas' Athletic,56,18950824,match information,Tony Webb minor counties collection,
Dunesbury Second XI v Poynton 2nd XI,56,18950824,match information,Tony Webb minor counties collection,
Sayour Mead's v Stockport Post Office,56,18950821,match information,Tony Webb minor counties collection,
Stockport Congregational 2nd XI v Loughsight Third XI,56,18950824,match information,Tony Webb minor counties collection,
Cheetham v Lavenhulme Second XI,56,18950824,match information,Tony Webb minor counties collection,
Hollinwood v Fairfield,56,18950824,match information,Tony Webb minor counties collection,
Didsbury v Poynton,56,18950824,match information,Tony Webb minor counties collection,
Chorlton A Team v Macclesfield Conservative Club,56,18950824,match information,Tony Webb minor counties collection,
Stockport 2nd XI v Cheadle Hulme 2nd XI,56,18950824,match information,Tony Webb minor counties collection,
Stockport v Cheadle Hulme,57,18950824,match information,Tony Webb minor counties collection,
Stockport 2nd XI v Cheadle Hulme 2nd XI,57,18950824,match information,Tony Webb minor counties collection,
Langley v Bollington 2nd XI,57,18950824,match information,Tony Webb minor counties collection,
Phoenix v Conservatives,57,18950824,match information,Tony Webb minor counties collection,
Middlesex v Lancashire,57,18950800,match information,Tony Webb minor counties collection,
Reddish St Joseph's v Hyde St Thomas',57,18950824,match information,Tony Webb minor counties collection,
Macclesfield 2nd XI v St George's,57,18950824,match information,Tony Webb minor counties collection,
Chorlton A Team v Macclesfield Conservatives Club,57,18950800,match information,Tony Webb minor counties collection,
Bollington v Fairfield,57,18950800,match information,Tony Webb minor counties collection,
Didsbury v Poynton,57,18950824,match information,Tony Webb minor counties collection,
Sixworks Men's v Stockport Post Office,57,18950821,match information,Tony Webb minor counties collection,
Didsbury 2nd XI v Poynton 2nd XI,57,18950800,match information,Tony Webb minor counties collection,
Reddish Vale v R P Hammond's Team,57,18950824,match information,Tony Webb minor counties collection,
Lads' Club 2nd XI v St Thomas' Athletic,57,18950800,match information,Tony Webb minor counties collection,
Cheetham v Levenshulme 2nd XI,57,18950800,match information,Tony Webb minor counties collection,
Stockport Congregationals Second XI v Longsight Second XI,57,18950824,match information,Tony Webb minor counties collection,
Llandudno v Flint,58,18950907,match information,Tony Webb minor counties collection,
Wallasey v Oxton 2nd XI,61,18950907,match information,Tony Webb minor counties collection,
Rock Ferry 2nd XI v Cheadle Hulme 2nd XI,61,18950907,match information,Tony Webb minor counties collection,
Spital v Bromborough Pool,61,18950907,match information,Tony Webb minor counties collection,
YMCA v Ravenscroft,61,18950907,match information,Tony Webb minor counties collection,
Tranmere Wesley v West Derby 2nd XI,61,18950907,match information,Tony Webb minor counties collection,
Gardeners v Coachmen,61,18950911,match information,Tony Webb minor counties collection,
Birkenhead St John's v Cedar,61,18950907,match information,Tony Webb minor counties collection,
Penzance v Helston,62,18950809,match information,Tony Webb minor counties collection,
Gulval v Goldsithney,62,18950809,match information,Tony Webb minor counties collection,
